soilMoisture,collectDate,plotID,sampleID,soilInWaterpH,soilInCaClpH
0.03,2017-08-29,JORN_006,JORN_006-M-35.5-9.5-20170829,NA,NA
0.027,2017-08-08,JORN_004,JORN_004-M-10-38.5-20170808,8.52,7.39
0.03,2017-08-08,JORN_006,JORN_006-M-39.5-38-20170808,7.91,6.78
0.034,2017-08-29,JORN_006,JORN_006-M-39.5-38-20170829,NA,NA
0.025,2017-08-08,JORN_004,JORN_004-M-18.5-1-20170808,8.53,7.35
0.05,2017-08-29,JORN_004,JORN_004-M-18.5-1-20170829,NA,NA
0.018,2017-08-08,JORN_045,JORN_045-M-29-7.5-20170808,8.69,7.3
0.016,2017-08-29,JORN_045,JORN_045-M-29-7.5-20170829,NA,NA
0.023,2017-08-08,JORN_045,JORN_045-M-14.5-7-20170808,8.73,7.36
0.031,2017-08-29,JORN_045,JORN_045-M-14.5-7-20170829,NA,NA
0.016,2017-08-08,JORN_045,JORN_045-M-6-25-20170808,8.59,7.19
0.022,2017-08-29,JORN_045,JORN_045-M-6-25-20170829,NA,NA
0.022,2017-08-08,JORN_002,JORN_002-M-2-10.5-20170808,7.68,6.83
0.029,2017-08-29,JORN_002,JORN_002-M-2-10.5-20170829,NA,NA
0.03,2017-08-08,JORN_047,JORN_047-M-1-35.5-20170808,8.71,7.36
0.045,2017-08-29,JORN_047,JORN_047-M-1-35.5-20170829,NA,NA
0.03,2017-08-08,JORN_002,JORN_002-M-9-31-20170808,7.66,6.97
0.049,2017-08-29,JORN_002,JORN_002-M-9-31-20170829,NA,NA
0.028,2017-08-08,JORN_047,JORN_047-M-17.5-9-20170808,8.6,7.3
0.034,2017-08-29,JORN_047,JORN_047-M-17.5-9-20170829,NA,NA
0.026,2017-08-08,JORN_002,JORN_002-M-36-29-20170808,8.58,7.18
0.042,2017-08-29,JORN_002,JORN_002-M-36-29-20170829,NA,NA
0.026,2017-08-08,JORN_047,JORN_047-M-30-12-20170808,8.91,7.48
0.029,2017-08-29,JORN_047,JORN_047-M-30-12-20170829,NA,NA
0.019,2017-08-08,JORN_003,JORN_003-M-22-7-20170808,8.66,7.6
0.046,2017-08-29,JORN_003,JORN_003-M-22-7-20170829,NA,NA
0.023,2017-08-08,JORN_042,JORN_042-M-17.5-34.5-20170808,7.96,7.11
0.031,2017-08-29,JORN_042,JORN_042-M-17.5-34.5-20170829,NA,NA
0.019,2017-08-08,JORN_042,JORN_042-M-27-39-20170808,8.74,7.2
0.032,2017-08-29,JORN_042,JORN_042-M-27-39-20170829,NA,NA
0.021,2017-08-08,JORN_042,JORN_042-M-0.5-8.5-20170808,8.61,7.06
0.03,2017-08-29,JORN_042,JORN_042-M-0.5-8.5-20170829,NA,NA
0.026,2017-08-08,JORN_003,JORN_003-M-7.5-24-20170808,8.82,7.33
0.048,2017-08-29,JORN_003,JORN_003-M-7.5-24-20170829,NA,NA
0.022,2017-08-08,JORN_044,JORN_044-M-9-39.5-20170808,8.66,6.97
0.052,2017-08-29,JORN_044,JORN_044-M-9-39.5-20170829,NA,NA
0.03,2017-08-08,JORN_003,JORN_003-M-21-38-20170808,8.66,7.57
0.036,2017-08-29,JORN_003,JORN_003-M-21-38-20170829,NA,NA
0.027,2017-08-08,JORN_044,JORN_044-M-23-31.5-20170808,8.75,6.98
0.04,2017-08-29,JORN_044,JORN_044-M-23-31.5-20170829,NA,NA
0.024,2017-08-08,JORN_044,JORN_044-M-7-13.5-20170808,8.76,7.31
0.044,2017-08-29,JORN_044,JORN_044-M-7-13.5-20170829,NA,NA
0.021,2017-08-08,JORN_001,JORN_001-M-21-38.5-20170808,8.04,7.61
0.051,2017-08-29,JORN_001,JORN_001-M-21-38.5-20170829,NA,NA
0.016,2017-08-08,JORN_001,JORN_001-M-12-36.5-20170808,8.64,7.56
0.047,2017-08-29,JORN_001,JORN_001-M-12-36.5-20170829,NA,NA
0.029,2017-08-08,JORN_001,JORN_001-M-31-11.5-20170808,7.58,6.59
0.086,2017-08-29,JORN_001,JORN_001-M-31-11.5-20170829,NA,NA
0.04,2017-08-08,JORN_005,JORN_005-M-4-17.5-20170808,8.72,7.43
0.069,2017-08-29,JORN_005,JORN_005-M-4-17.5-20170829,NA,NA
0.028,2017-08-08,JORN_005,JORN_005-M-35.5-19.5-20170808,8.51,7.31
0.047,2017-08-29,JORN_005,JORN_005-M-35.5-19.5-20170829,NA,NA
0.04,2017-08-08,JORN_005,JORN_005-M-36.5-35.5-20170808,8.35,7.14
0.079,2017-08-29,JORN_005,JORN_005-M-36.5-35.5-20170829,NA,NA
0.034,2017-10-24,JORN_004,JORN_004-M-39.5-4.5-20171024,7.28,6.35
0.033,2017-10-24,JORN_004,JORN_004-M-37-31-20171024,8.25,7.32
0.031,2017-10-24,JORN_006,JORN_006-M-11.5-38.5-20171024,7.85,6.76
0.03,2017-10-24,JORN_006,JORN_006-M-22.5-37.5-20171024,7.32,6.59
0.03,2017-10-24,JORN_004,JORN_004-M-1.5-22-20171024,8.13,6.92
0.03,2017-10-24,JORN_006,JORN_006-M-35.5-8.5-20171024,7.93,6.69
0.028,2017-10-24,JORN_047,JORN_047-M-36-13-20171024,8.41,6.98
0.03,2017-10-24,JORN_047,JORN_047-M-36-24.5-20171024,7.35,6.34
0.026,2017-10-24,JORN_047,JORN_047-M-11.5-35-20171024,8.37,6.96
0.024,2017-10-24,JORN_045,JORN_045-M-3.5-26.5-20171024,8.34,7.04
0.029,2017-10-24,JORN_002,JORN_002-M-35-20.5-20171024,7.41,6.53
0.027,2017-10-24,JORN_045,JORN_045-M-14-1.5-20171024,8.35,6.91
0.029,2017-10-24,JORN_045,JORN_045-M-39-33.5-20171024,7.96,6.66
0.028,2017-10-24,JORN_002,JORN_002-M-17.5-37-20171024,7.16,6.5
0.029,2017-10-24,JORN_002,JORN_002-M-12.5-7-20171024,7.33,6.55
0.021,2017-10-24,JORN_044,JORN_044-M-1-10.5-20171024,8.1,7.02
0.035,2017-10-24,JORN_044,JORN_044-M-14-35-20171024,8.01,6.65
0.029,2017-10-24,JORN_044,JORN_044-M-39.5-33-20171024,8.12,7.03
0.027,2017-10-24,JORN_001,JORN_001-M-22.5-5.5-20171024,7.18,6.53
0.034,2017-10-24,JORN_001,JORN_001-M-0-29.5-20171024,7.92,6.88
0.031,2017-10-24,JORN_042,JORN_042-M-5.5-12-20171024,8.13,6.88
0.03,2017-10-24,JORN_042,JORN_042-M-37-12-20171024,8.26,7.21
0.038,2017-10-24,JORN_001,JORN_001-M-22-34-20171024,7.34,6.43
0.032,2017-10-24,JORN_042,JORN_042-M-25.5-34.5-20171024,8.1,6.69
0.027,2017-10-24,JORN_003,JORN_003-M-37-13.5-20171024,8.14,6.96
0.021,2017-10-24,JORN_003,JORN_003-M-37-38-20171024,8.26,7.13
0.02,2017-10-24,JORN_003,JORN_003-M-4-16.5-20171024,8.27,7.16
0.032,2017-10-24,JORN_005,JORN_005-M-18.5-2.5-20171024,7.35,6.32
0.033,2017-10-24,JORN_005,JORN_005-M-32-14-20171024,8.11,6.87
0.028,2017-10-24,JORN_005,JORN_005-M-16.5-36.5-20171024,8.31,7.28
0.024,2017-11-14,JORN_006,JORN_006-M-11.5-38.5-20171114,NA,NA
0.027,2017-11-14,JORN_006,JORN_006-M-22.5-37.5-20171114,NA,NA
0.022,2017-11-14,JORN_004,JORN_004-M-39.5-4.5-20171114,NA,NA
0.029,2017-11-14,JORN_006,JORN_006-M-35.5-8.5-20171114,NA,NA
0.035,2017-11-14,JORN_004,JORN_004-M-37-31-20171114,NA,NA
0.022,2017-11-14,JORN_004,JORN_004-M-1.5-22-20171114,NA,NA
0.023,2017-11-14,JORN_045,JORN_045-M-3.5-26.5-20171114,NA,NA
0.026,2017-11-14,JORN_045,JORN_045-M-14-1.5-20171114,NA,NA
0.022,2017-11-14,JORN_045,JORN_045-M-39-33.5-20171114,NA,NA
0.028,2017-11-14,JORN_047,JORN_047-M-36-13-20171114,NA,NA
0.023,2017-11-14,JORN_047,JORN_047-M-36-24.5-20171114,NA,NA
0.021,2017-11-14,JORN_047,JORN_047-M-11.5-35-20171114,NA,NA
0.018,2017-11-14,JORN_002,JORN_002-M-35-20.5-20171114,NA,NA
0.02,2017-11-14,JORN_002,JORN_002-M-17.5-37-20171114,NA,NA
0.027,2017-11-14,JORN_002,JORN_002-M-12.5-7-20171114,NA,NA
0.031,2017-11-14,JORN_042,JORN_042-M-25.5-34.5-20171114,NA,NA
0.025,2017-11-14,JORN_044,JORN_044-M-1-10.5-20171114,NA,NA
0.026,2017-11-14,JORN_044,JORN_044-M-14-35-20171114,NA,NA
0.024,2017-11-14,JORN_044,JORN_044-M-39.5-33-20171114,NA,NA
0.021,2017-11-14,JORN_001,JORN_001-M-22.5-5.5-20171114,NA,NA
0.022,2017-11-14,JORN_042,JORN_042-M-5.5-12-20171114,NA,NA
0.021,2017-11-14,JORN_001,JORN_001-M-0-29.5-20171114,NA,NA
0.029,2017-11-14,JORN_042,JORN_042-M-37-12-20171114,NA,NA
0.027,2017-11-14,JORN_001,JORN_001-M-22-34-20171114,NA,NA
0.017,2017-11-14,JORN_003,JORN_003-M-37-13.5-20171114,NA,NA
0.019,2017-11-14,JORN_003,JORN_003-M-37-38-20171114,NA,NA
0.017,2017-11-14,JORN_003,JORN_003-M-4-16.5-20171114,NA,NA
0.023,2017-11-14,JORN_005,JORN_005-M-18.5-2.5-20171114,NA,NA
0.027,2017-11-14,JORN_005,JORN_005-M-32-14-20171114,NA,NA
0.025,2017-11-14,JORN_005,JORN_005-M-16.5-36.5-20171114,NA,NA
0.028,2018-06-26,JORN_005,JORN_005-M-6.5-21-20180626,8.73,7.52
0.022,2018-06-26,JORN_005,JORN_005-M-2.5-18.5-20180626,8.63,7.52
0.02,2018-06-26,JORN_004,JORN_004-M-5.5-15-20180626,8.68,7.5
0.023,2018-06-26,JORN_005,JORN_005-M-24.5-2-20180626,7.25,6.72
0.021,2018-06-26,JORN_004,JORN_004-M-25-33.5-20180626,8.38,7.38
0.021,2018-06-26,JORN_004,JORN_004-M-19-30.5-20180626,8.73,7.49
0.022,2018-06-26,JORN_042,JORN_042-M-1-9.5-20180626,7.97,7.25
0.028,2018-06-26,JORN_042,JORN_042-M-37.5-1-20180626,8.27,7.27
0.03,2018-06-26,JORN_042,JORN_042-M-31.5-20.5-20180626,7.18,6.63
0.031,2018-06-26,JORN_001,JORN_001-M-30.5-16-20180626,7.32,6.85
0.016,2018-06-26,JORN_001,JORN_001-M-10-31-20180626,7.2,6.63
0.027,2018-06-26,JORN_044,JORN_044-M-9-34.5-20180626,8.82,7.5
0.035,2018-06-26,JORN_001,JORN_001-M-33.5-28.5-20180626,8.22,7.11
0.024,2018-06-26,JORN_044,JORN_044-M-30.5-21.5-20180626,7.6,6.88
0.02,2018-06-26,JORN_044,JORN_044-M-22-0-20180626,8.93,7.61
0.014,2018-06-26,JORN_006,JORN_006-M-9-9-20180626,8.88,7.6
0.028,2018-06-26,JORN_047,JORN_047-M-2.5-15-20180626,8.05,7.09
0.023,2018-06-26,JORN_006,JORN_006-M-2.5-35.5-20180626,8.22,7.24
0.02,2018-06-26,JORN_006,JORN_006-M-31.5-26.5-20180626,7.35,6.88
0.022,2018-06-26,JORN_047,JORN_047-M-28.5-0.5-20180626,8.88,7.47
0.033,2018-06-26,JORN_047,JORN_047-M-31-25.5-20180626,8.88,7.48
0.025,2018-06-26,JORN_045,JORN_045-M-8.5-18-20180626,7.45,6.83
0.026,2018-06-26,JORN_045,JORN_045-M-34.5-7-20180626,8.88,7.54
0.016,2018-06-26,JORN_045,JORN_045-M-35-29.5-20180626,7.18,6.71
0.02,2018-06-26,JORN_003,JORN_003-M-2.5-15.5-20180626,8.06,7.38
0.02,2018-06-26,JORN_003,JORN_003-M-0.5-27-20180626,8.85,7.64
0.02,2018-06-26,JORN_003,JORN_003-M-30-29-20180626,8.79,7.6
0.02,2018-06-26,JORN_002,JORN_002-M-5-19.5-20180626,6.89,6.43
0.018,2018-06-26,JORN_002,JORN_002-M-2-26.5-20180626,7.19,6.67
0.019,2018-06-26,JORN_002,JORN_002-M-32-7.5-20180626,8.41,7.42
0.024,2018-08-07,JORN_005,JORN_005-M-0-10.5-20180807,9.15,7.72
0.016,2018-08-07,JORN_004,JORN_004-M-28-7-20180807,7.04,6.1
0.024,2018-08-07,JORN_005,JORN_005-M-25-0-20180807,7.97,6.89
0.017,2018-08-07,JORN_004,JORN_004-M-6.5-11-20180807,8.39,7.2
0.027,2018-08-07,JORN_005,JORN_005-M-32.5-33-20180807,8.02,6.93
0.018,2018-08-07,JORN_004,JORN_004-M-2.5-23.5-20180807,8.91,7.63
0.014,2018-08-07,JORN_002,JORN_002-M-10.5-0-20180807,8.09,7.13
0.014,2018-08-07,JORN_042,JORN_042-M-1-8-20180807,8.64,7.21
0.011,2018-08-07,JORN_002,JORN_002-M-13-33.5-20180807,7.56,6.67
0.019,2018-08-07,JORN_042,JORN_042-M-30.5-5-20180807,8.21,6.9
0.012,2018-08-07,JORN_002,JORN_002-M-36-3-20180807,9.16,7.8
0.018,2018-08-07,JORN_042,JORN_042-M-5-30.5-20180807,9.22,7.72
0.016,2018-08-07,JORN_044,JORN_044-M-0-2.5-20180807,7.96,6.87
0.021,2018-08-07,JORN_044,JORN_044-M-8-21-20180807,8.83,7.27
0.017,2018-08-07,JORN_044,JORN_044-M-35.5-14-20180807,9.2,7.8
0.016,2018-08-07,JORN_006,JORN_006-M-34-35-20180807,9.01,7.65
0.016,2018-08-07,JORN_006,JORN_006-M-27-2-20180807,7.87,6.97
0.017,2018-08-07,JORN_006,JORN_006-M-5-30.5-20180807,9.07,7.6
0.021,2018-08-07,JORN_045,JORN_045-M-35.5-22.5-20180807,7.9,6.9
0.019,2018-08-07,JORN_045,JORN_045-M-9.5-33.5-20180807,9.12,7.49
0.013,2018-08-07,JORN_003,JORN_003-M-35.5-10.5-20180807,8.73,7.59
0.015,2018-08-07,JORN_003,JORN_003-M-35-38.5-20180807,9.09,7.8
0.018,2018-08-07,JORN_045,JORN_045-M-36.5-10.5-20180807,8.95,7.6
0.014,2018-08-07,JORN_003,JORN_003-M-7.5-39.5-20180807,9.22,7.84
0.019,2018-08-07,JORN_047,JORN_047-M-35.5-34-20180807,8.14,6.92
0.031,2018-08-07,JORN_001,JORN_001-M-29.5-31-20180807,7.38,6.77
0.016,2018-08-07,JORN_047,JORN_047-M-8-16-20180807,9.17,7.41
0.024,2018-08-07,JORN_001,JORN_001-M-31.5-1.5-20180807,6.91,7.2
0.018,2018-08-07,JORN_047,JORN_047-M-34-6-20180807,9.13,7.6
0.02,2018-08-07,JORN_001,JORN_001-M-12.5-0-20180807,7.8,6.82
0.043,2018-10-22,JORN_004,JORN_004-M-4-38-20181022,8.7,7.48
0.043,2018-10-22,JORN_004,JORN_004-M-39-38-20181022,8.48,7.36
0.031,2018-10-22,JORN_004,JORN_004-M-38.5-5.5-20181022,7.54,6.61
0.027,2018-10-22,JORN_006,JORN_006-M-5.5-22-20181022,8.03,7.08
0.044,2018-10-22,JORN_006,JORN_006-M-36.5-28.5-20181022,8.68,7.5
0.044,2018-10-22,JORN_006,JORN_006-M-37.5-12-20181022,8.66,7.56
0.091,2018-10-23,JORN_003,JORN_003-M-12-5-20181023,8.72,7.61
0.084,2018-10-23,JORN_003,JORN_003-M-20.5-36.5-20181023,8.72,7.72
0.093,2018-10-23,JORN_044,JORN_044-M-17-37-20181023,8.68,7.53
0.062,2018-10-23,JORN_047,JORN_047-M-38.5-8.5-20181023,8.62,7.53
0.046,2018-10-23,JORN_047,JORN_047-M-33.5-26-20181023,8.57,7.46
0.057,2018-10-23,JORN_047,JORN_047-M-18.5-37.5-20181023,8,6.86
0.071,2018-10-23,JORN_001,JORN_001-M-9.5-24-20181023,8,7.16
0.058,2018-10-23,JORN_045,JORN_045-M-35.5-11.5-20181023,8.69,7.49
0.064,2018-10-23,JORN_045,JORN_045-M-30.5-21.5-20181023,8.24,7.18
0.073,2018-10-23,JORN_001,JORN_001-M-38-14.5-20181023,8.29,7.2
0.121,2018-10-23,JORN_001,JORN_001-M-37-20-20181023,8.49,7.51
0.059,2018-10-23,JORN_045,JORN_045-M-16.5-8.5-20181023,8.68,7.59
0.082,2018-10-23,JORN_042,JORN_042-M-32-22.5-20181023,8.37,7.38
0.094,2018-10-23,JORN_042,JORN_042-M-30-12.5-20181023,8.6,7.59
0.064,2018-10-23,JORN_042,JORN_042-M-9-5-20181023,8.71,7.59
0.066,2018-10-23,JORN_003,JORN_003-M-24-3-20181023,8.76,7.58
0.073,2018-10-23,JORN_044,JORN_044-M-38.5-30-20181023,8.67,7.52
0.086,2018-10-23,JORN_044,JORN_044-M-35.5-9.5-20181023,8.76,7.57
0.054,2018-10-23,JORN_002,JORN_002-M-2-33-20181023,8.22,7.17
0.082,2018-10-23,JORN_005,JORN_005-M-34-15-20181023,8.62,7.47
0.095,2018-10-23,JORN_005,JORN_005-M-33-28.5-20181023,8.74,7.58
NA,2018-10-23,JORN_005,JORN_005-M-11.5-38-20181023,8.44,7.66
0.094,2018-10-23,JORN_002,JORN_002-M-1-10-20181023,8.78,7.65
0.062,2018-10-23,JORN_002,JORN_002-M-34-21.5-20181023,8.74,7.6
0.036,2019-06-18,JORN_044,JORN_044-M-32.5-15-20190618,8.66,7.39
0.023,2019-06-18,JORN_005,JORN_005-M-5-23-20190618,8.97,7.28
0.022,2019-06-18,JORN_004,JORN_004-M-1-33.5-20190618,8.46,7.35
0.034,2019-06-18,JORN_005,JORN_005-M-30-37.5-20190618,8.16,7.12
0.027,2019-06-18,JORN_004,JORN_004-M-38-26-20190618,8.97,7.63
0.024,2019-06-18,JORN_005,JORN_005-M-32.5-19-20190618,8.74,6.83
0.04,2019-06-18,JORN_004,JORN_004-M-33.5-10.5-20190618,8.4,7.23
0.025,2019-06-18,JORN_047,JORN_047-M-30-15-20190618,8.7,7.13
0.024,2019-06-18,JORN_047,JORN_047-M-30-34.5-20190618,8.74,7.28
0.038,2019-06-18,JORN_047,JORN_047-M-18.5-33.5-20190618,7.66,6.69
0.022,2019-06-18,JORN_045,JORN_045-M-39-19-20190618,8.49,7.24
0.029,2019-06-18,JORN_045,JORN_045-M-29-31.5-20190618,8.14,7.06
0.021,2019-06-18,JORN_006,JORN_006-M-9.5-33-20190618,7.96,6.82
0.026,2019-06-18,JORN_045,JORN_045-M-11-7.5-20190618,8.4,7.05
0.024,2019-06-18,JORN_006,JORN_006-M-35.5-33.5-20190618,8.04,6.7
0.025,2019-06-18,JORN_006,JORN_006-M-38-1.5-20190618,8.38,6.74
0.031,2019-06-18,JORN_044,JORN_044-M-0-28-20190618,8.81,7.29
0.039,2019-06-18,JORN_044,JORN_044-M-32-37-20190618,8.91,7.53
0.019,2019-06-18,JORN_003,JORN_003-M-7-11.5-20190618,8.8,7.44
0.036,2019-06-18,JORN_042,JORN_042-M-4-10-20190618,8.48,7.1
0.027,2019-06-18,JORN_003,JORN_003-M-22.5-2-20190618,8.87,7.57
0.029,2019-06-18,JORN_042,JORN_042-M-34.5-10.5-20190618,8.87,7.1
0.04,2019-06-18,JORN_042,JORN_042-M-38-29.5-20190618,8.52,6.93
0.026,2019-06-18,JORN_003,JORN_003-M-29.5-38.5-20190618,9,7.61
0.033,2019-06-18,JORN_001,JORN_001-M-27.5-39.5-20190618,8.87,7.37
0.024,2019-06-18,JORN_002,JORN_002-M-24.5-36.5-20190618,7.87,6.81
0.026,2019-06-18,JORN_001,JORN_001-M-4-37.5-20190618,8.48,7.12
0.017,2019-06-18,JORN_002,JORN_002-M-18.5-32.5-20190618,8.12,6.88
0.02,2019-06-18,JORN_001,JORN_001-M-20-6.5-20190618,7.92,6.94
0.022,2019-06-18,JORN_002,JORN_002-M-0.5-18.5-20190618,8.8,7.38
0.311,2019-08-20,JORN_005,JORN_005-M-12.5-2-20190820,8.15,6.85
0.017,2019-08-20,JORN_005,JORN_005-M-11-38.5-20190820,8.84,7.71
0.019,2019-08-20,JORN_005,JORN_005-M-30.5-38.5-20190820,8.89,7.69
0.021,2019-08-20,JORN_004,JORN_004-M-12.5-0-20190820,8.71,7.69
0.021,2019-08-20,JORN_004,JORN_004-M-0.5-28-20190820,8.53,7.6
0.016,2019-08-20,JORN_004,JORN_004-M-20-38.5-20190820,7.95,6.66
0.021,2019-08-20,JORN_044,JORN_044-M-11-5.5-20190820,8.93,7.68
0.018,2019-08-20,JORN_044,JORN_044-M-32.5-0.5-20190820,8.92,7.74
0.015,2019-08-20,JORN_044,JORN_044-M-32-33-20190820,9.06,7.92
0.016,2019-08-20,JORN_002,JORN_002-M-9-0.5-20190820,8.63,7.52
0.014,2019-08-20,JORN_042,JORN_042-M-2-15-20190820,9.03,7.72
0.014,2019-08-20,JORN_002,JORN_002-M-30-0.5-20190820,8.42,7.4
0.017,2019-08-20,JORN_042,JORN_042-M-13-31.5-20190820,8.43,7.26
0.015,2019-08-20,JORN_002,JORN_002-M-19.5-30-20190820,7.96,6.78
0.019,2019-08-20,JORN_042,JORN_042-M-35.5-21.5-20190820,8.58,7.39
0.021,2019-08-20,JORN_045,JORN_045-M-3-18-20190820,8.06,6.86
0.015,2019-08-20,JORN_045,JORN_045-M-0-36.5-20190820,9.13,7.82
0.015,2019-08-20,JORN_006,JORN_006-M-13.5-34.5-20190820,8.76,7.44
0.029,2019-08-20,JORN_045,JORN_045-M-33.5-26-20190820,8.41,7.24
0.013,2019-08-20,JORN_006,JORN_006-M-4-3-20190820,9.1,7.89
0.015,2019-08-20,JORN_006,JORN_006-M-34.5-3.5-20190820,8.13,6.82
0.019,2019-08-20,JORN_047,JORN_047-M-15-31.5-20190820,8.76,7.46
0.019,2019-08-20,JORN_047,JORN_047-M-31.5-22-20190820,8.41,7.38
0.016,2019-08-20,JORN_047,JORN_047-M-27-5.5-20190820,9,7.68
0.324,2019-08-20,JORN_003,JORN_003-M-35.5-16.5-20190820,8.35,7.32
0.017,2019-08-20,JORN_003,JORN_003-M-33-22.5-20190820,8.69,7.61
0.016,2019-08-20,JORN_003,JORN_003-M-6-24-20190820,9.1,7.78
0.033,2019-08-20,JORN_001,JORN_001-M-11-9-20190820,7.36,6.59
0.015,2019-08-20,JORN_001,JORN_001-M-2.5-39.5-20190820,7.3,6.31
0.012,2019-08-20,JORN_001,JORN_001-M-27-30.5-20190820,6.81,6.34
0.004,2016-06-14,SRER_002,SRER_002-M-8.5-0-20160614,6.43,5.67
0.007,2016-06-14,SRER_002,SRER_002-M-30.5-13-20160614,7.02,6.14
0.008,2016-06-14,SRER_002,SRER_002-M-4-37-20160614,6.98,5.94
0.022,2016-06-14,SRER_004,SRER_004-M-8-32-20160614,7.93,7.02
0.025,2016-06-14,SRER_004,SRER_004-M-30.5-20-20160614,6.63,5.73
0.014,2016-06-14,SRER_004,SRER_004-M-18.5-3-20160614,8.59,7.48
0.038,2016-06-14,SRER_001,SRER_001-M-34.5-18.5-20160614,5.89,4.87
0.013,2016-06-14,SRER_001,SRER_001-M-18-37-20160614,6.24,5.24
0.01,2016-06-14,SRER_001,SRER_001-M-37.5-39-20160614,6.68,5.6
0.008,2016-06-14,SRER_052,SRER_052-M-9-16.5-20160614,8.77,7.64
0.006,2016-06-14,SRER_052,SRER_052-M-21.5-2-20160614,8.98,7.82
0.008,2016-06-14,SRER_052,SRER_052-M-2-37-20160614,8.6,7.6
0.008,2016-06-14,SRER_053,SRER_053-M-16.5-38-20160614,8.66,7.68
0.006,2016-06-14,SRER_053,SRER_053-M-31-1-20160614,8.79,7.56
0.02,2016-06-14,SRER_005,SRER_005-M-12.5-7-20160614,8.37,7.22
0.009,2016-06-14,SRER_053,SRER_053-M-10.5-9.5-20160614,8.69,7.58
0.021,2016-06-14,SRER_005,SRER_005-M-7-21-20160614,5.14,4.65
0.011,2016-06-14,SRER_005,SRER_005-M-30.5-19.5-20160614,6.37,5.54
0.007,2016-06-14,SRER_043,SRER_043-M-14.5-37-20160614,8.89,7.69
0.005,2016-06-14,SRER_043,SRER_043-M-22-33.5-20160614,8.69,7.58
0.005,2016-06-14,SRER_043,SRER_043-M-9-15-20160614,8.81,7.8
0.007,2016-06-14,SRER_006,SRER_006-M-10-3-20160614,6.05,5.77
0.006,2016-06-14,SRER_047,SRER_047-M-16.5-5-20160614,8.78,7.66
0.005,2016-06-14,SRER_047,SRER_047-M-33.5-15.5-20160614,8.75,7.64
0.006,2016-06-14,SRER_006,SRER_006-M-6.5-22-20160614,5.68,4.65
0.008,2016-06-14,SRER_047,SRER_047-M-38.5-38.5-20160614,8.8,7.61
0.005,2016-06-14,SRER_006,SRER_006-M-36-31-20160614,5.72,4.77
0.015,2016-06-14,SRER_003,SRER_003-M-4.5-9-20160614,6.16,5.15
0.011,2016-06-15,SRER_003,SRER_003-M-17.5-36.5-20160614,6.34,5.25
0.012,2016-06-15,SRER_003,SRER_003-M-33.5-26.5-20160614,6.04,4.77
0.052,2016-07-21,SRER_006,SRER_006-M-26.5-2-20160721,5.52,5.84
0.048,2016-07-21,SRER_006,SRER_006-M-6-27-20160721,6.06,5.91
0.023,2016-07-21,SRER_052,SRER_052-M-23.5-6.5-20160721,7.89,8.06
0.06,2016-07-21,SRER_006,SRER_006-M-32-39-20160721,5.16,5.51
0.043,2016-07-21,SRER_052,SRER_052-M-10.5-34.5-20160721,7.79,7.96
0.129,2016-07-21,SRER_052,SRER_052-M-26-37.5-20160721,7.84,8.08
0.033,2016-07-21,SRER_053,SRER_053-M-30-14-20160721,7.79,8.3
0.024,2016-07-21,SRER_003,SRER_003-M-34.5-15-20160721,4.86,5.3
0.017,2016-07-21,SRER_003,SRER_003-M-16-31-20160721,5.08,5.52
0.044,2016-07-21,SRER_053,SRER_053-M-0.5-35-20160721,7.88,8.12
0.014,2016-07-21,SRER_003,SRER_003-M-36.5-39-20160721,6.17,6.69
0.035,2016-07-21,SRER_005,SRER_005-M-7.5-5.5-20160721,5.92,6.29
0.033,2016-07-21,SRER_005,SRER_005-M-39-3-20160721,6.32,6.54
0.028,2016-07-21,SRER_005,SRER_005-M-37.5-25.5-20160721,6.44,6.75
0.04,2016-07-21,SRER_043,SRER_043-M-1.5-0-20160721,7.93,8.21
0.027,2016-07-21,SRER_043,SRER_043-M-38-7.5-20160721,7.81,8.29
0.029,2016-07-21,SRER_043,SRER_043-M-3-26.5-20160721,7.73,8.09
0.04,2016-07-21,SRER_001,SRER_001-M-39-39-20160721,5.6,5.83
0.054,2016-07-21,SRER_001,SRER_001-M-37.5-10.5-20160721,6.32,6.59
0.086,2016-07-21,SRER_001,SRER_001-M-12-0.5-20160721,5.01,5.31
0.035,2016-07-21,SRER_047,SRER_047-M-15-3.5-20160721,7.79,8.02
0.05,2016-07-21,SRER_047,SRER_047-M-38.5-12-20160721,7.7,8
0.035,2016-07-21,SRER_047,SRER_047-M-29.5-38.5-20160721,7.82,8.14
0.044,2016-07-21,SRER_002,SRER_002-M-12-6.5-20160721,5.41,5.71
0.042,2016-07-21,SRER_002,SRER_002-M-25.5-0-20160721,5.63,5.76
0.054,2016-07-21,SRER_002,SRER_002-M-9.5-25-20160721,6.44,6.79
0.055,2016-07-22,SRER_004,SRER_004-M-1.5-26.5-20160721,6.46,6.47
0.045,2016-07-22,SRER_004,SRER_004-M-33-9-20160721,7.67,7.77
0.055,2016-07-22,SRER_004,SRER_004-M-14.5-5-20160721,7.84,7.89
0.008,2016-10-20,SRER_002,SRER_002-M-6-3.5-20161020,6.97,6.13
0.015,2016-10-20,SRER_002,SRER_002-M-3-39-20161020,7.09,6.47
0.014,2016-10-20,SRER_002,SRER_002-M-32.5-20-20161020,7.51,6.9
0.024,2016-10-20,SRER_001,SRER_001-M-3.5-31.5-20161020,6.49,5.27
