uid.x,namedLocation,domainID,siteID,plotID,nrcsDescriptionID.x,collectDate.x,horizonID,horizonName,analysisStartDate,biogeoIDnrcs.x,biogeoSampleType.x,biogeoTopDepth.x,biogeoBottomDepth.x,biogeoCenterDepth.x,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,processingRemarks,laboratoryName.x,dataQF.x,uid.y,nrcsDescriptionID.y,collectDate.y,bulkDensProcessedDate,bulkDensMethodPub,bulkDensMethod,bulkDensIDnrcs,bulkDensSampleType,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensThirdBar,bulkDensOvenDry,bulkDensFieldMoist,waterRetentionThirdBar,fieldWaterContent,laboratoryName.y,remarks,dataQF.y,uid,nrcsDescriptionID,collectDate,biogeoIDnrcs.y,biogeoSampleType.y,biogeoTopDepth.y,biogeoBottomDepth.y,biogeoCenterDepth.y,particleSizeDistProcessedDate,particleSizeDistMethodPub,particleSizeDistMethod,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,laboratoryName,dataQF
f87b94b2-b004-4d84-b8c5-4b1f179c8382,MOAB_006.basePlot.all,D13,MOAB,MOAB_006,S2016UT037003,2016-04-26,16N03680,Bt1,2016-06-29,S2016UT037003-3,bulk,38,59,48.5,1.011,NA,140,51.7,0.4,2.9,0,4.5,NA,55,100,NA,NA,NA,NA,7.9,8.5,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,0.3,7,2,0,0.03,0,88.5,10.1,0.01,0,0,0.3,0,NA,NA,NA,NA,NA,0.5,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,297eb004-e3fe-43af-93a6-09c852952770,S2016UT037003,2016-04-26,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037003-3,clod,48.5,38,59,1.66,1.7,NA,13.5,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,ed006867-b71f-425d-99e2-1d0534199c7d,S2016UT037003,2016-04-26,S2016UT037003-3,bulk,38,59,48.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),23.3,91.9,69.8,16.9,13.3,5.4,NA,8,8.9,43.8,20.8,3.5,0.9,USDA NRCS Kellogg Soil Survey Laboratory,NA
7dd4591d-78c8-4ceb-b330-ce810f44c71b,MOAB_015.basePlot.all,D13,MOAB,MOAB_015,S2016UT037001,2016-04-26,16N03672,BC,2016-06-29,S2016UT037001-4,bulk,44,61,52.5,1.009,NA,200,51.1,0,6.4,0,2.9,NA,57.5,100,NA,NA,NA,NA,8,8.8,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,0.2,3,1,0,0.02,0.03,99.7,51.8,0,0.01,0,0.2,0,NA,NA,NA,NA,NA,0.3,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,63020295-9dde-4d03-ac11-1b69c2a08a85,S2016UT037001,2016-04-26,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016UT037001-4,compliant cavity,52.5,44,61,NA,NA,1.66,NA,9.4,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,2a45b409-2327-434e-8a96-5a9b0d06d2ab,S2016UT037001,2016-04-26,S2016UT037001-4,bulk,44,61,52.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,1.3,64.4,20.7,14.9,7.3,NA,11.8,8.9,38.4,21.9,3,0.7,USDA NRCS Kellogg Soil Survey Laboratory,NA
b10ec6ba-12d1-4fb6-860d-d7c646ebc3b4,MOAB_006.basePlot.all,D13,MOAB,MOAB_006,S2016UT037003,2016-04-26,16N03679,Bw,2016-06-29,S2016UT037003-2,bulk,10,38,24,1.01,NA,20,34.1,0.4,2.5,0,5,NA,37,100,NA,NA,NA,NA,7.8,8.4,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.3,7,2,0.1,0.03,0,162,64.2,0.01,0,0,0.3,0,NA,NA,NA,NA,NA,0.8,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,b989adff-1c44-4925-a25d-586a6358c8c0,S2016UT037003,2016-04-26,2017-03-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037003-2,clod,24,10,38,1.43,1.46,NA,10.2,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,3325e980-4e6b-4922-872d-fea739670a94,S2016UT037003,2016-04-26,S2016UT037003-2,bulk,10,38,24,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),6.4,16.2,78.4,12.4,9.2,1.2,NA,3.9,8.5,54.5,21.7,1.6,0.3,USDA NRCS Kellogg Soil Survey Laboratory,NA
be69ecdd-6538-404c-adfd-6b68a640ec77,MOAB_015.basePlot.all,D13,MOAB,MOAB_015,S2016UT037001,2016-04-26,16N03671,Bt2,2016-06-29,S2016UT037001-3,bulk,32,44,38,1.012,NA,120,51.7,0.1,4.9,0,4.6,NA,56.7,100,NA,NA,NA,NA,7.9,8.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.2,12,2,0,0.04,0,160,21.4,0.01,0,0,0.3,0,NA,NA,NA,NA,NA,0.3,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,755239c5-7f2d-4926-8c58-b30037d13d84,S2016UT037001,2016-04-26,2017-04-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037001-3,clod,38,32,44,1.69,1.73,NA,11.5,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,2e146097-a65d-42f2-a905-39cfe9f2f8a3,S2016UT037001,2016-04-26,S2016UT037001-3,bulk,32,44,38,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),2.1,2.3,64.2,20.1,15.7,5.4,NA,10.5,9.6,43.6,17.9,2.4,0.2,USDA NRCS Kellogg Soil Survey Laboratory,NA
a988036c-c5cb-4dd5-85a9-b61cf84ef18d,MOAB_028.basePlot.all,D13,MOAB,MOAB_028,S2016UT037004,2016-04-27,16N03683,A,2016-06-29,S2016UT037004-1,bulk,0,9,4.5,1.027,NA,300,60.9,0.6,2.1,0,14.2,NA,63.6,100,NA,NA,NA,NA,7.7,8.1,0.25,NA,0,5.4,0.2,0,0.62,0,53.5,3,0.1,0.5,0,2,1,0,7.9,NA,0.2,44.1,0.8,10,8,0.1,0.05,0,143.3,243.7,0.02,0.1,0,0.7,0,NA,NA,NA,NA,NA,6.4,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,a7f1e4c7-b613-495f-aded-3838ac868cb1,S2016UT037004,2016-04-27,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037004-1,clod,4.5,0,9,1.27,1.4,NA,18.8,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,27529204-e269-485e-ad26-ed759a13a79d,S2016UT037004,2016-04-27,S2016UT037004-1,bulk,0,9,4.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),23.1,85.5,25.3,37.5,37.2,7.2,NA,31.9,5.6,10,11.6,2.5,0.7,USDA NRCS Kellogg Soil Survey Laboratory,NA
f6ec0d06-02fb-4fdf-8254-069028fcb8c9,MOAB_016.basePlot.all,D13,MOAB,MOAB_016,S2016UT037008,2016-04-27,16N03695,Bt1,2016-06-29,S2016UT037008-2,bulk,7,22,14.5,1.012,NA,40,46.2,0.4,4.3,0,6.1,NA,50.9,100,NA,NA,NA,NA,7.9,8.5,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,0.3,7,2,0,0.04,0,160.9,65.4,0.01,0,0,0.3,0,NA,NA,NA,NA,NA,1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,e4f09b71-e41e-4e12-9e3d-16aa6398015e,S2016UT037008,2016-04-27,2017-06-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037008-2,clod,14.5,7,22,1.49,1.54,NA,14.1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,d6fc80f6-94ec-4f4a-8eab-d637bec7e598,S2016UT037008,2016-04-27,S2016UT037008-2,bulk,7,22,14.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),7.9,2.9,72.9,16.8,10.3,1.8,NA,7.2,9.6,28.8,38.4,5,0.2,USDA NRCS Kellogg Soil Survey Laboratory,NA
bb2c2409-2be9-42a6-95c3-b50092a7ceb5,MOAB_003.basePlot.all,D13,MOAB,MOAB_003,S2016UT037006,2016-04-27,16N03689,A,2016-06-29,S2016UT037006-1,bulk,0,11,5.5,1.02,NA,230,52.4,0.6,7.3,0,9.4,NA,60.3,100,NA,NA,NA,NA,7.9,8.4,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,0.4,14,6,0.1,0.03,0,38.3,136.5,0.02,0.04,0,0.4,0,NA,NA,NA,NA,NA,5.8,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,6c383025-f191-4122-830a-8a4fe0d3d8a2,S2016UT037006,2016-04-27,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016UT037006-1,compliant cavity,5.5,0,11,NA,NA,0.92,NA,7.4,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,11fb5af0-99bc-4154-b753-3184a2475d13,S2016UT037006,2016-04-27,S2016UT037006-1,bulk,0,11,5.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),36.3,130.8,52.9,27.9,19.2,4.3,NA,15.1,12.8,21,23.8,4.3,2.3,USDA NRCS Kellogg Soil Survey Laboratory,NA
c0c1d7b8-f507-47be-ac9b-c158a6e8d396,MOAB_016.basePlot.all,D13,MOAB,MOAB_016,S2016UT037008,2016-04-27,16N03697,Bk1,2016-06-29,S2016UT037008-4,bulk,52,73,62.5,1.01,NA,210,50,0.3,9,0,3.8,NA,59.3,100,NA,NA,NA,NA,8.1,8.8,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,0,NA,2,0.1,0.02,0,29.6,27.1,0.01,0.01,0,0.2,0,NA,NA,NA,NA,NA,1.4,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,81090ba6-18b6-470d-bb4a-f614077de66a,S2016UT037008,2016-04-27,2017-04-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037008-4,clod,62.5,52,73,1.55,1.6,NA,12.7,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,a58da996-f3e1-4303-93d2-816abc5bb8df,S2016UT037008,2016-04-27,S2016UT037008-4,bulk,52,73,62.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),62.4,29,70.7,11.9,17.4,9.8,NA,6.3,5.6,23,33.8,7.6,3,USDA NRCS Kellogg Soil Survey Laboratory,NA
addd9651-423b-4642-a629-4a59dbcd7d72,MOAB_025.basePlot.all,D13,MOAB,MOAB_025,S2016UT037005,2016-04-27,16N03688,Btk2,2016-06-29,S2016UT037005-4,bulk,48,81,64.5,1.028,NA,240,49.8,0.4,14.5,0.1,12.9,NA,64.8,100,NA,NA,NA,NA,8.2,8.6,0.34,NA,0,2,2.8,0,0.84,0.1,62.7,2,0,3.4,1.5,0,0.1,0,8.5,NA,2.4,30.5,0.2,6,1,0.2,0.03,0,102.8,76.8,0.03,0.01,0,0.3,0,NA,NA,NA,NA,NA,0.4,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,7fbddfee-673a-4415-a14a-d12dffb2ebf1,S2016UT037005,2016-04-27,2017-03-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037005-4,clod,64.5,48,81,1.62,1.8,NA,17.5,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,ed9496cb-11d9-4290-81a8-9530eeac58da,S2016UT037005,2016-04-27,S2016UT037005-4,bulk,48,81,64.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),13.3,9.8,34.1,30.1,35.8,15.9,NA,12.9,17.2,29.3,3.8,0.9,0.1,USDA NRCS Kellogg Soil Survey Laboratory,NA
6a8823b9-1881-4f8f-9d44-657062df1253,MOAB_025.basePlot.all,D13,MOAB,MOAB_025,S2016UT037005,2016-04-27,16N03685,A,2016-06-29,S2016UT037005-1,bulk,0,7,3.5,1.018,NA,90,52.3,0.6,3.2,0,10.1,NA,56.1,100,NA,NA,NA,NA,7.7,8.1,0.33,NA,0,10.5,0.3,0,1.25,0,38.1,7.1,0.5,2,0,4.3,0.6,0,7.8,NA,0.4,26,1,15,16,0.2,0.04,0,103.8,28.5,0.01,0.05,0,0.2,0,NA,NA,NA,NA,NA,6.7,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,1fd57e14-2d35-42b4-963f-f4def8131434,S2016UT037005,2016-04-27,2017-06-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037005-1,clod,3.5,0,7,1.19,1.26,NA,19.1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,634b080b-ad4c-456d-a3ba-6712f36c754d,S2016UT037005,2016-04-27,S2016UT037005-1,bulk,0,7,3.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),34.6,40.3,66.9,19,14.1,3.5,NA,6.9,12.1,3.7,30.2,28.3,3.3,USDA NRCS Kellogg Soil Survey Laboratory,NA
5b6fa0fc-5a7a-4232-b24b-36a659320e4d,MOAB_016.basePlot.all,D13,MOAB,MOAB_016,S2016UT037008,2016-04-27,16N03696,Bt2,2016-06-29,S2016UT037008-3,bulk,22,52,37,1.012,NA,70,46.9,0.5,5,0,5,NA,52.4,100,NA,NA,NA,NA,8,8.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,0,NA,1,0,0.03,0,112.6,31,0.01,0,0,0.3,0,NA,NA,NA,NA,NA,0.6,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,96fde4b8-1885-4af0-8d75-6aed5715d71a,S2016UT037008,2016-04-27,2017-03-03,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037008-3,clod,37,22,52,1.48,1.52,NA,12.2,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,52580484-e982-4b32-9e5d-e324892389cc,S2016UT037008,2016-04-27,S2016UT037008-3,bulk,22,52,37,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),7.3,2.8,71.1,17.9,11,2.6,NA,7.7,10.2,32.4,32.8,4.3,1,USDA NRCS Kellogg Soil Survey Laboratory,NA
2c7e5332-44ce-4fe0-ae33-2e11bbe88234,MOAB_025.basePlot.all,D13,MOAB,MOAB_025,S2016UT037005,2016-04-27,16N03686,Bk,2016-06-29,S2016UT037005-2,bulk,7,24,15.5,1.043,NA,220,63.4,0.5,8,0,21.4,NA,71.9,100,NA,NA,NA,NA,7.8,8.3,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,1.4,12,17,0.2,0.03,0.03,83.7,244,0.03,0.21,0,0.2,0,NA,NA,NA,NA,NA,3.8,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,e1c0c629-f310-4705-939d-a8e3d14b2e14,S2016UT037005,2016-04-27,2017-03-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037005-2,clod,15.5,7,24,1.08,1.15,NA,21.3,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,ca02cc9f-27ee-495a-a67d-a109c0e84d95,S2016UT037005,2016-04-27,S2016UT037005-2,bulk,7,24,15.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),39.2,27.2,40.1,26.8,33.1,10.8,NA,13.5,13.3,3.2,21.7,13.9,0.9,USDA NRCS Kellogg Soil Survey Laboratory,NA
711e2b74-a3a3-4a38-80b7-fa29b7e9b2af,MOAB_028.basePlot.all,D13,MOAB,MOAB_028,S2016UT037004,2016-04-27,16N03684,Bk,2016-06-29,S2016UT037004-2,bulk,9,28,18.5,1.026,NA,460,57.9,0.4,2.3,0,13.9,NA,60.6,100,NA,NA,NA,NA,7.8,8.4,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,0.6,9,5,0.1,0.02,0,93.3,168.3,0,0.11,0,0.4,0,NA,NA,NA,NA,NA,1.9,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,d6f66704-e790-4c5b-8334-76043aa8cd11,S2016UT037004,2016-04-27,2017-03-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037004-2,clod,18.5,9,28,1.49,1.66,NA,17.9,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,fe2b0b32-3931-4d3e-b8d0-e59393de233f,S2016UT037004,2016-04-27,S2016UT037004-2,bulk,9,28,18.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),102.7,6.8,5.4,66.1,28.5,3.8,NA,49.2,16.9,4.4,0.7,0.2,0.1,USDA NRCS Kellogg Soil Survey Laboratory,NA
3d231caa-e108-4736-807e-5264723aa7db,MOAB_002.basePlot.all,D13,MOAB,MOAB_002,S2016UT037009,2016-04-27,16N03703,Bk2,2016-06-29,S2016UT037009-5,bulk,71,100,85.5,1.008,0,160,50.7,0.2,2.7,0,3,NA,53.6,100,NA,NA,NA,NA,7.9,8.2,0.57,NA,0,16.9,0.9,0,2.21,0,32.4,2.5,0.7,8.4,0.5,0,0.1,0,7.8,NA,24.3,21,0.1,12,1,0.1,0.01,0,30.3,41.4,0.01,0,0,0.2,0,NA,NA,NA,NA,NA,1.1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,841440e8-92dc-485a-aa2d-0c6094eafadd,S2016UT037009,2016-04-27,2017-03-03,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037009-5,clod,85.5,71,100,1.56,1.6,NA,11.2,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,0bfe593a-5f5a-4ece-8783-6e42da8eeda6,S2016UT037009,2016-04-27,S2016UT037009-5,bulk,71,100,85.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),1.5,1.3,74.9,12.4,12.7,5.9,NA,5.8,6.6,27.3,42.1,2.8,2.3,USDA NRCS Kellogg Soil Survey Laboratory,NA
0c127f78-a012-4b9f-9a22-e9729b153522,MOAB_002.basePlot.all,D13,MOAB,MOAB_002,S2016UT037009,2016-04-27,16N03701,Bw2,2016-06-29,S2016UT037009-3,bulk,23,52,37.5,1.01,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,8.6,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.3,7,2,0,0.03,0,158.3,56.9,0.01,0.01,0,0.3,0,NA,NA,NA,NA,NA,1.5,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,85a6cdd5-7b00-471e-bd98-74046903dc5f,S2016UT037009,2016-04-27,2017-04-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037009-3,clod,37.5,23,52,1.52,1.55,NA,11.3,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,27726bc6-efdf-4c10-8103-467ed4a45a63,S2016UT037009,2016-04-27,S2016UT037009-3,bulk,23,52,37.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),3.6,0.4,75.1,14.2,10.7,1.5,NA,4.3,9.9,38.3,32.6,3.7,0.5,USDA NRCS Kellogg Soil Survey Laboratory,NA
b2b254e3-090b-462d-b6f6-a8b6fec66084,MOAB_016.basePlot.all,D13,MOAB,MOAB_016,S2016UT037008,2016-04-27,16N03694,A,2016-06-29,S2016UT037008-1,bulk,0,7,3.5,1.008,NA,20,23.8,0.4,3,0,5.2,NA,27.2,100,NA,NA,NA,NA,7.6,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,0.5,9,4,0,0.03,0,136.6,110.1,0.01,0.01,0,0.2,0,NA,NA,NA,NA,NA,7.7,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,49a46d06-6c44-46fd-b578-fda390852876,S2016UT037008,2016-04-27,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016UT037008-1,compliant cavity,3.5,0,7,NA,NA,1.48,NA,4.8,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,6abed81e-f080-4d22-a544-2d7b6f74b158,S2016UT037008,2016-04-27,S2016UT037008-1,bulk,0,7,3.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),2.9,1.1,79.8,14.1,6.1,0,NA,4.6,9.5,36,38.6,4.3,0.8,USDA NRCS Kellogg Soil Survey Laboratory,NA
aea6237a-33d0-43e2-b304-198eeea1e761,MOAB_002.basePlot.all,D13,MOAB,MOAB_002,S2016UT037009,2016-04-27,16N03699,A,2016-06-29,S2016UT037009-1,bulk,0,7,3.5,1.008,NA,0,7,0.4,1.4,0,4.8,NA,8.8,100,NA,NA,NA,NA,7.5,7.9,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.5,9,4,0.1,0.03,0,129.3,78,0.01,0,0,0.3,0,NA,0.5,NA,NA,NA,11.1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,e222f867-a08b-482e-a5fc-d233dcb70c56,S2016UT037009,2016-04-27,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016UT037009-1,compliant cavity,3.5,0,7,NA,NA,1.53,NA,3.7,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,a46819f5-4a70-4765-a9da-9839dee24dd8,S2016UT037009,2016-04-27,S2016UT037009-1,bulk,0,7,3.5,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,83.5,8.6,7.9,0,NA,2.2,6.4,33.5,44.5,4.6,0.8,USDA NRCS Kellogg Soil Survey Laboratory,NA
09a936ed-f3e5-4e4a-9d5e-e0f74511a04c,MOAB_013.basePlot.all,D13,MOAB,MOAB_013,S2016UT037007,2016-04-27,16N03693,Btk,2016-06-29,S2016UT037007-3,bulk,21,49,35,1.012,NA,40,47.1,0.3,2.1,0,4.8,NA,49.5,100,NA,NA,NA,NA,7.9,8.5,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.3,9,3,0,0.03,0,139.7,12.2,0.01,0.01,0,0.3,0,NA,NA,NA,NA,NA,1.1,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,bc3125da-c90c-4da4-b4e4-aa6bb9c89429,S2016UT037007,2016-04-27,2017-03-02,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016UT037007-3,clod,35,21,49,1.51,1.55,NA,8.3,NA,USDA NRCS Kellogg Soil Survey Laboratory,NA,NA,eb8cc748-3b10-43ed-96c1-81c97536bc1b,S2016UT037007,2016-04-27,S2016UT037007-3,bulk,21,49,35,2016-09-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),5.1,4.1,76.5,11.2,12.3,2.3,NA,4.2,7,40.6,32.7,2.7,0.3,USDA NRCS Kellogg Soil Survey Laboratory,NA
