plotID,collectDate,horizonName,variable,value
MOAB_016,2016-04-27,Bk2,alKcl,NA
MOAB_016,2016-04-27,Bk2,feKcl,NA
MOAB_016,2016-04-27,Bk2,mnKcl,NA
MOAB_016,2016-04-27,Bk2,phCacl2,8.3
MOAB_016,2016-04-27,Bk2,phH2o,9
MOAB_016,2016-04-27,Bk2,ec12pre,0.24
MOAB_016,2016-04-27,Bk2,bSatx,NA
MOAB_016,2016-04-27,Bk2,brSatx,NA
MOAB_016,2016-04-27,Bk2,caSatx,NA
MOAB_016,2016-04-27,Bk2,clSatx,NA
MOAB_016,2016-04-27,Bk2,co3Satx,NA
MOAB_016,2016-04-27,Bk2,ecSatp,NA
MOAB_016,2016-04-27,Bk2,flSatx,NA
MOAB_016,2016-04-27,Bk2,waterSatx,NA
MOAB_016,2016-04-27,Bk2,hco3Sx,NA
MOAB_016,2016-04-27,Bk2,kSatx,NA
MOAB_016,2016-04-27,Bk2,mgSatx,NA
MOAB_016,2016-04-27,Bk2,naSatx,NA
MOAB_016,2016-04-27,Bk2,no2Satx,NA
MOAB_016,2016-04-27,Bk2,no3Satx,NA
MOAB_016,2016-04-27,Bk2,pSatx,NA
MOAB_016,2016-04-27,Bk2,phSp,NA
MOAB_016,2016-04-27,Bk2,resist,NA
MOAB_016,2016-04-27,Bk2,so4Satx,NA
MOAB_016,2016-04-27,Bk2,carbonTot,34
MOAB_016,2016-04-27,Bk2,nitrogenTot,0.1
MOAB_016,2016-04-27,Bk2,ctonRatio,11
MOAB_016,2016-04-27,Bk2,estimatedOC,1
MOAB_016,2016-04-27,Bk2,sulfurTot,0.1
MOAB_016,2016-04-27,Bk2,alOxalate,0.01
MOAB_016,2016-04-27,Bk2,feOxalate,0
MOAB_016,2016-04-27,Bk2,mnOxalate,7.2
MOAB_016,2016-04-27,Bk2,pOxalate,0
MOAB_016,2016-04-27,Bk2,siOxalate,0.01
MOAB_016,2016-04-27,Bk2,optDensityOxalate,0.01
MOAB_016,2016-04-27,Bk2,alCitDithionate,0
MOAB_016,2016-04-27,Bk2,feCitDithionate,0.1
MOAB_016,2016-04-27,Bk2,mnCitDithionate,0
MOAB_016,2016-04-27,Bk2,siliconCitrateDithionate,NA
MOAB_016,2016-04-27,Bk2,acidity,NA
MOAB_016,2016-04-27,Bk2,waterRetention15Bar,NA
MOAB_016,2016-04-27,Bk2,MehlichIIITotP,NA
MOAB_016,2016-04-27,Bk2,Bray1PExtractable,NA
MOAB_016,2016-04-27,Bk2,OlsenPExtractable,1
MOAB_003,2016-04-27,BC,biogeoTopDepth,11
MOAB_003,2016-04-27,BC,biogeoBottomDepth,31
MOAB_003,2016-04-27,BC,biogeoCenterDepth,21
MOAB_003,2016-04-27,BC,airDryOvenDryRatio,1.024
MOAB_003,2016-04-27,BC,gypsumConc,NA
MOAB_003,2016-04-27,BC,caco3Conc,210
MOAB_003,2016-04-27,BC,caNh4d,51.4
MOAB_003,2016-04-27,BC,kNh4d,0.3
MOAB_003,2016-04-27,BC,mgNh4d,12.7
MOAB_003,2016-04-27,BC,naNh4d,0
MOAB_003,2016-04-27,BC,cecdNh4,10.7
MOAB_003,2016-04-27,BC,alSatCecd33,NA
MOAB_003,2016-04-27,BC,baseSumCecd10,64.4
MOAB_003,2016-04-27,BC,bsesatCecd10,100
MOAB_003,2016-04-27,BC,ececCecd33,NA
MOAB_003,2016-04-27,BC,alKcl,NA
MOAB_003,2016-04-27,BC,feKcl,NA
MOAB_003,2016-04-27,BC,mnKcl,NA
MOAB_003,2016-04-27,BC,phCacl2,8
MOAB_003,2016-04-27,BC,phH2o,8.5
MOAB_003,2016-04-27,BC,ec12pre,0.18
MOAB_003,2016-04-27,BC,bSatx,NA
MOAB_003,2016-04-27,BC,brSatx,NA
MOAB_003,2016-04-27,BC,caSatx,NA
MOAB_003,2016-04-27,BC,clSatx,NA
MOAB_003,2016-04-27,BC,co3Satx,NA
MOAB_003,2016-04-27,BC,ecSatp,NA
MOAB_003,2016-04-27,BC,flSatx,NA
MOAB_003,2016-04-27,BC,waterSatx,NA
MOAB_003,2016-04-27,BC,hco3Sx,NA
MOAB_003,2016-04-27,BC,kSatx,NA
MOAB_003,2016-04-27,BC,mgSatx,NA
MOAB_003,2016-04-27,BC,naSatx,NA
MOAB_003,2016-04-27,BC,no2Satx,NA
MOAB_003,2016-04-27,BC,no3Satx,NA
MOAB_003,2016-04-27,BC,pSatx,NA
MOAB_003,2016-04-27,BC,phSp,NA
MOAB_003,2016-04-27,BC,resist,NA
MOAB_003,2016-04-27,BC,so4Satx,NA
MOAB_003,2016-04-27,BC,carbonTot,35.4
MOAB_003,2016-04-27,BC,nitrogenTot,0.7
MOAB_003,2016-04-27,BC,ctonRatio,15
MOAB_003,2016-04-27,BC,estimatedOC,11
MOAB_003,2016-04-27,BC,sulfurTot,0
MOAB_003,2016-04-27,BC,alOxalate,0.01
MOAB_003,2016-04-27,BC,feOxalate,0
MOAB_003,2016-04-27,BC,mnOxalate,71.4
MOAB_003,2016-04-27,BC,pOxalate,76.5
MOAB_003,2016-04-27,BC,siOxalate,0.03
MOAB_003,2016-04-27,BC,optDensityOxalate,0.11
MOAB_003,2016-04-27,BC,alCitDithionate,0
MOAB_003,2016-04-27,BC,feCitDithionate,0.5
MOAB_003,2016-04-27,BC,mnCitDithionate,0
MOAB_003,2016-04-27,BC,siliconCitrateDithionate,NA
MOAB_003,2016-04-27,BC,acidity,NA
MOAB_003,2016-04-27,BC,waterRetention15Bar,NA
MOAB_003,2016-04-27,BC,MehlichIIITotP,NA
MOAB_003,2016-04-27,BC,Bray1PExtractable,NA
MOAB_003,2016-04-27,BC,OlsenPExtractable,1.8
MOAB_013,2016-04-27,Bt,biogeoTopDepth,9
MOAB_013,2016-04-27,Bt,biogeoBottomDepth,21
MOAB_013,2016-04-27,Bt,biogeoCenterDepth,15
MOAB_013,2016-04-27,Bt,airDryOvenDryRatio,1.013
MOAB_013,2016-04-27,Bt,gypsumConc,NA
MOAB_013,2016-04-27,Bt,caco3Conc,10
MOAB_013,2016-04-27,Bt,caNh4d,13.8
MOAB_013,2016-04-27,Bt,kNh4d,0.5
MOAB_013,2016-04-27,Bt,mgNh4d,1.7
MOAB_013,2016-04-27,Bt,naNh4d,0
MOAB_013,2016-04-27,Bt,cecdNh4,6.5
MOAB_013,2016-04-27,Bt,alSatCecd33,NA
MOAB_013,2016-04-27,Bt,baseSumCecd10,16
MOAB_013,2016-04-27,Bt,bsesatCecd10,100
MOAB_013,2016-04-27,Bt,ececCecd33,NA
MOAB_013,2016-04-27,Bt,alKcl,NA
MOAB_013,2016-04-27,Bt,feKcl,NA
MOAB_013,2016-04-27,Bt,mnKcl,NA
MOAB_013,2016-04-27,Bt,phCacl2,7.7
MOAB_013,2016-04-27,Bt,phH2o,8.3
MOAB_013,2016-04-27,Bt,ec12pre,0.11
MOAB_013,2016-04-27,Bt,bSatx,NA
MOAB_013,2016-04-27,Bt,brSatx,NA
MOAB_013,2016-04-27,Bt,caSatx,NA
MOAB_013,2016-04-27,Bt,clSatx,NA
MOAB_013,2016-04-27,Bt,co3Satx,NA
MOAB_013,2016-04-27,Bt,ecSatp,NA
MOAB_013,2016-04-27,Bt,flSatx,NA
MOAB_013,2016-04-27,Bt,waterSatx,NA
MOAB_013,2016-04-27,Bt,hco3Sx,NA
MOAB_013,2016-04-27,Bt,kSatx,NA
MOAB_013,2016-04-27,Bt,mgSatx,NA
MOAB_013,2016-04-27,Bt,naSatx,NA
MOAB_013,2016-04-27,Bt,no2Satx,NA
MOAB_013,2016-04-27,Bt,no3Satx,NA
MOAB_013,2016-04-27,Bt,pSatx,NA
MOAB_013,2016-04-27,Bt,phSp,NA
MOAB_013,2016-04-27,Bt,resist,NA
MOAB_013,2016-04-27,Bt,so4Satx,NA
MOAB_013,2016-04-27,Bt,carbonTot,3.5
MOAB_013,2016-04-27,Bt,nitrogenTot,0.3
MOAB_013,2016-04-27,Bt,ctonRatio,9
MOAB_013,2016-04-27,Bt,estimatedOC,3
MOAB_013,2016-04-27,Bt,sulfurTot,0
MOAB_013,2016-04-27,Bt,alOxalate,0.04
MOAB_013,2016-04-27,Bt,feOxalate,0
MOAB_013,2016-04-27,Bt,mnOxalate,178.2
MOAB_013,2016-04-27,Bt,pOxalate,52.2
MOAB_013,2016-04-27,Bt,siOxalate,0.01
MOAB_013,2016-04-27,Bt,optDensityOxalate,0.01
MOAB_013,2016-04-27,Bt,alCitDithionate,0
MOAB_013,2016-04-27,Bt,feCitDithionate,0.3
MOAB_013,2016-04-27,Bt,mnCitDithionate,0
MOAB_013,2016-04-27,Bt,siliconCitrateDithionate,NA
MOAB_013,2016-04-27,Bt,acidity,NA
MOAB_013,2016-04-27,Bt,waterRetention15Bar,NA
MOAB_013,2016-04-27,Bt,MehlichIIITotP,NA
MOAB_013,2016-04-27,Bt,Bray1PExtractable,NA
MOAB_013,2016-04-27,Bt,OlsenPExtractable,4.3
MOAB_010,2016-04-28,Bw1,biogeoTopDepth,6
MOAB_010,2016-04-28,Bw1,biogeoBottomDepth,23
MOAB_010,2016-04-28,Bw1,biogeoCenterDepth,14.5
MOAB_010,2016-04-28,Bw1,airDryOvenDryRatio,1.012
MOAB_010,2016-04-28,Bw1,gypsumConc,NA
MOAB_010,2016-04-28,Bw1,caco3Conc,10
MOAB_010,2016-04-28,Bw1,caNh4d,13
MOAB_010,2016-04-28,Bw1,kNh4d,0.3
MOAB_010,2016-04-28,Bw1,mgNh4d,1.3
MOAB_010,2016-04-28,Bw1,naNh4d,0
MOAB_010,2016-04-28,Bw1,cecdNh4,6
MOAB_010,2016-04-28,Bw1,alSatCecd33,NA
MOAB_010,2016-04-28,Bw1,baseSumCecd10,14.6
MOAB_010,2016-04-28,Bw1,bsesatCecd10,100
MOAB_010,2016-04-28,Bw1,ececCecd33,NA
MOAB_010,2016-04-28,Bw1,alKcl,NA
MOAB_010,2016-04-28,Bw1,feKcl,NA
MOAB_010,2016-04-28,Bw1,mnKcl,NA
MOAB_010,2016-04-28,Bw1,phCacl2,7.8
MOAB_010,2016-04-28,Bw1,phH2o,8.4
MOAB_010,2016-04-28,Bw1,ec12pre,0.12
MOAB_010,2016-04-28,Bw1,bSatx,NA
MOAB_010,2016-04-28,Bw1,brSatx,NA
MOAB_010,2016-04-28,Bw1,caSatx,NA
MOAB_010,2016-04-28,Bw1,clSatx,NA
MOAB_010,2016-04-28,Bw1,co3Satx,NA
MOAB_010,2016-04-28,Bw1,ecSatp,NA
MOAB_010,2016-04-28,Bw1,flSatx,NA
MOAB_010,2016-04-28,Bw1,waterSatx,NA
MOAB_010,2016-04-28,Bw1,hco3Sx,NA
MOAB_010,2016-04-28,Bw1,kSatx,NA
MOAB_010,2016-04-28,Bw1,mgSatx,NA
MOAB_010,2016-04-28,Bw1,naSatx,NA
MOAB_010,2016-04-28,Bw1,no2Satx,NA
MOAB_010,2016-04-28,Bw1,no3Satx,NA
MOAB_010,2016-04-28,Bw1,pSatx,NA
MOAB_010,2016-04-28,Bw1,phSp,NA
MOAB_010,2016-04-28,Bw1,resist,NA
MOAB_010,2016-04-28,Bw1,so4Satx,NA
MOAB_010,2016-04-28,Bw1,carbonTot,3.1
MOAB_010,2016-04-28,Bw1,nitrogenTot,0.6
MOAB_010,2016-04-28,Bw1,ctonRatio,4
MOAB_010,2016-04-28,Bw1,estimatedOC,2
MOAB_010,2016-04-28,Bw1,sulfurTot,0
MOAB_010,2016-04-28,Bw1,alOxalate,0.03
MOAB_010,2016-04-28,Bw1,feOxalate,0
MOAB_010,2016-04-28,Bw1,mnOxalate,164.2
MOAB_010,2016-04-28,Bw1,pOxalate,18
MOAB_010,2016-04-28,Bw1,siOxalate,0.01
MOAB_010,2016-04-28,Bw1,optDensityOxalate,0
MOAB_010,2016-04-28,Bw1,alCitDithionate,0
MOAB_010,2016-04-28,Bw1,feCitDithionate,0.3
MOAB_010,2016-04-28,Bw1,mnCitDithionate,0
MOAB_010,2016-04-28,Bw1,siliconCitrateDithionate,NA
MOAB_010,2016-04-28,Bw1,acidity,NA
MOAB_010,2016-04-28,Bw1,waterRetention15Bar,NA
MOAB_010,2016-04-28,Bw1,MehlichIIITotP,NA
MOAB_010,2016-04-28,Bw1,Bray1PExtractable,NA
MOAB_010,2016-04-28,Bw1,OlsenPExtractable,2.6
MOAB_010,2016-04-28,Bw2,biogeoTopDepth,23
MOAB_010,2016-04-28,Bw2,biogeoBottomDepth,41
MOAB_010,2016-04-28,Bw2,biogeoCenterDepth,32
MOAB_010,2016-04-28,Bw2,airDryOvenDryRatio,1.009
MOAB_010,2016-04-28,Bw2,gypsumConc,NA
MOAB_010,2016-04-28,Bw2,caco3Conc,50
MOAB_010,2016-04-28,Bw2,caNh4d,47.1
MOAB_010,2016-04-28,Bw2,kNh4d,0.1
MOAB_010,2016-04-28,Bw2,mgNh4d,1.7
MOAB_010,2016-04-28,Bw2,naNh4d,0
MOAB_010,2016-04-28,Bw2,cecdNh4,3.8
MOAB_010,2016-04-28,Bw2,alSatCecd33,NA
MOAB_010,2016-04-28,Bw2,baseSumCecd10,48.9
MOAB_010,2016-04-28,Bw2,bsesatCecd10,100
MOAB_010,2016-04-28,Bw2,ececCecd33,NA
MOAB_010,2016-04-28,Bw2,alKcl,NA
MOAB_010,2016-04-28,Bw2,feKcl,NA
MOAB_010,2016-04-28,Bw2,mnKcl,NA
MOAB_010,2016-04-28,Bw2,phCacl2,8
MOAB_010,2016-04-28,Bw2,phH2o,8.5
MOAB_010,2016-04-28,Bw2,ec12pre,0.11
MOAB_010,2016-04-28,Bw2,bSatx,NA
MOAB_010,2016-04-28,Bw2,brSatx,NA
MOAB_010,2016-04-28,Bw2,caSatx,NA
MOAB_010,2016-04-28,Bw2,clSatx,NA
MOAB_010,2016-04-28,Bw2,co3Satx,NA
MOAB_010,2016-04-28,Bw2,ecSatp,NA
MOAB_010,2016-04-28,Bw2,flSatx,NA
MOAB_010,2016-04-28,Bw2,waterSatx,NA
MOAB_010,2016-04-28,Bw2,hco3Sx,NA
MOAB_010,2016-04-28,Bw2,kSatx,NA
MOAB_010,2016-04-28,Bw2,mgSatx,NA
MOAB_010,2016-04-28,Bw2,naSatx,NA
MOAB_010,2016-04-28,Bw2,no2Satx,NA
MOAB_010,2016-04-28,Bw2,no3Satx,NA
MOAB_010,2016-04-28,Bw2,pSatx,NA
MOAB_010,2016-04-28,Bw2,phSp,NA
MOAB_010,2016-04-28,Bw2,resist,NA
MOAB_010,2016-04-28,Bw2,so4Satx,NA
MOAB_010,2016-04-28,Bw2,carbonTot,7.7
MOAB_010,2016-04-28,Bw2,nitrogenTot,0.4
MOAB_010,2016-04-28,Bw2,ctonRatio,5
MOAB_010,2016-04-28,Bw2,estimatedOC,2
MOAB_010,2016-04-28,Bw2,sulfurTot,0
MOAB_010,2016-04-28,Bw2,alOxalate,0.03
MOAB_010,2016-04-28,Bw2,feOxalate,0
MOAB_010,2016-04-28,Bw2,mnOxalate,91.3
MOAB_010,2016-04-28,Bw2,pOxalate,46.2
MOAB_010,2016-04-28,Bw2,siOxalate,0.01
MOAB_010,2016-04-28,Bw2,optDensityOxalate,0.01
MOAB_010,2016-04-28,Bw2,alCitDithionate,0
MOAB_010,2016-04-28,Bw2,feCitDithionate,0.2
MOAB_010,2016-04-28,Bw2,mnCitDithionate,0
MOAB_010,2016-04-28,Bw2,siliconCitrateDithionate,NA
MOAB_010,2016-04-28,Bw2,acidity,NA
MOAB_010,2016-04-28,Bw2,waterRetention15Bar,NA
MOAB_010,2016-04-28,Bw2,MehlichIIITotP,NA
MOAB_010,2016-04-28,Bw2,Bray1PExtractable,NA
MOAB_010,2016-04-28,Bw2,OlsenPExtractable,1.2
MOAB_010,2016-04-28,Bk,biogeoTopDepth,41
MOAB_010,2016-04-28,Bk,biogeoBottomDepth,77
MOAB_010,2016-04-28,Bk,biogeoCenterDepth,59
MOAB_010,2016-04-28,Bk,airDryOvenDryRatio,1.007
MOAB_010,2016-04-28,Bk,gypsumConc,NA
MOAB_010,2016-04-28,Bk,caco3Conc,60
MOAB_010,2016-04-28,Bk,caNh4d,42.8
MOAB_010,2016-04-28,Bk,kNh4d,0.1
MOAB_010,2016-04-28,Bk,mgNh4d,1.5
MOAB_010,2016-04-28,Bk,naNh4d,0
MOAB_010,2016-04-28,Bk,cecdNh4,3.1
MOAB_010,2016-04-28,Bk,alSatCecd33,NA
MOAB_010,2016-04-28,Bk,baseSumCecd10,44.4
MOAB_010,2016-04-28,Bk,bsesatCecd10,100
MOAB_010,2016-04-28,Bk,ececCecd33,NA
MOAB_010,2016-04-28,Bk,alKcl,NA
MOAB_010,2016-04-28,Bk,feKcl,NA
MOAB_010,2016-04-28,Bk,mnKcl,NA
MOAB_010,2016-04-28,Bk,phCacl2,8
MOAB_010,2016-04-28,Bk,phH2o,8.6
MOAB_010,2016-04-28,Bk,ec12pre,0.1
MOAB_010,2016-04-28,Bk,bSatx,NA
MOAB_010,2016-04-28,Bk,brSatx,NA
MOAB_010,2016-04-28,Bk,caSatx,NA
MOAB_010,2016-04-28,Bk,clSatx,NA
MOAB_010,2016-04-28,Bk,co3Satx,NA
MOAB_010,2016-04-28,Bk,ecSatp,NA
MOAB_010,2016-04-28,Bk,flSatx,NA
MOAB_010,2016-04-28,Bk,waterSatx,NA
MOAB_010,2016-04-28,Bk,hco3Sx,NA
MOAB_010,2016-04-28,Bk,kSatx,NA
MOAB_010,2016-04-28,Bk,mgSatx,NA
MOAB_010,2016-04-28,Bk,naSatx,NA
MOAB_010,2016-04-28,Bk,no2Satx,NA
MOAB_010,2016-04-28,Bk,no3Satx,NA
MOAB_010,2016-04-28,Bk,pSatx,NA
MOAB_010,2016-04-28,Bk,phSp,NA
MOAB_010,2016-04-28,Bk,resist,NA
MOAB_010,2016-04-28,Bk,so4Satx,NA
MOAB_010,2016-04-28,Bk,carbonTot,8.9
MOAB_010,2016-04-28,Bk,nitrogenTot,0.3
MOAB_010,2016-04-28,Bk,ctonRatio,4
MOAB_010,2016-04-28,Bk,estimatedOC,1
MOAB_010,2016-04-28,Bk,sulfurTot,0
MOAB_010,2016-04-28,Bk,alOxalate,0.02
MOAB_010,2016-04-28,Bk,feOxalate,0
MOAB_010,2016-04-28,Bk,mnOxalate,51
MOAB_010,2016-04-28,Bk,pOxalate,41.8
MOAB_010,2016-04-28,Bk,siOxalate,0
MOAB_010,2016-04-28,Bk,optDensityOxalate,0.01
MOAB_010,2016-04-28,Bk,alCitDithionate,0
MOAB_010,2016-04-28,Bk,feCitDithionate,0.2
MOAB_010,2016-04-28,Bk,mnCitDithionate,0
MOAB_010,2016-04-28,Bk,siliconCitrateDithionate,NA
MOAB_010,2016-04-28,Bk,acidity,NA
MOAB_010,2016-04-28,Bk,waterRetention15Bar,NA
MOAB_010,2016-04-28,Bk,MehlichIIITotP,NA
MOAB_010,2016-04-28,Bk,Bray1PExtractable,NA
MOAB_010,2016-04-28,Bk,OlsenPExtractable,1.2
MOAB_010,2016-04-28,A,biogeoTopDepth,0
MOAB_010,2016-04-28,A,biogeoBottomDepth,6
MOAB_010,2016-04-28,A,biogeoCenterDepth,3
MOAB_010,2016-04-28,A,airDryOvenDryRatio,1.009
MOAB_010,2016-04-28,A,gypsumConc,NA
MOAB_010,2016-04-28,A,caco3Conc,0
MOAB_010,2016-04-28,A,caNh4d,5.7
MOAB_010,2016-04-28,A,kNh4d,0.3
MOAB_010,2016-04-28,A,mgNh4d,1.1
MOAB_010,2016-04-28,A,naNh4d,0
MOAB_010,2016-04-28,A,cecdNh4,4.5
MOAB_010,2016-04-28,A,alSatCecd33,NA
MOAB_010,2016-04-28,A,baseSumCecd10,7.1
MOAB_010,2016-04-28,A,bsesatCecd10,100
MOAB_010,2016-04-28,A,ececCecd33,NA
MOAB_010,2016-04-28,A,alKcl,NA
MOAB_010,2016-04-28,A,feKcl,NA
MOAB_010,2016-04-28,A,mnKcl,NA
MOAB_010,2016-04-28,A,phCacl2,7.4
MOAB_010,2016-04-28,A,phH2o,7.9
MOAB_010,2016-04-28,A,ec12pre,0.17
MOAB_010,2016-04-28,A,bSatx,NA
MOAB_010,2016-04-28,A,brSatx,NA
MOAB_010,2016-04-28,A,caSatx,NA
MOAB_010,2016-04-28,A,clSatx,NA
MOAB_010,2016-04-28,A,co3Satx,NA
MOAB_010,2016-04-28,A,ecSatp,NA
MOAB_010,2016-04-28,A,flSatx,NA
MOAB_010,2016-04-28,A,waterSatx,NA
MOAB_010,2016-04-28,A,hco3Sx,NA
MOAB_010,2016-04-28,A,kSatx,NA
MOAB_010,2016-04-28,A,mgSatx,NA
MOAB_010,2016-04-28,A,naSatx,NA
MOAB_010,2016-04-28,A,no2Satx,NA
MOAB_010,2016-04-28,A,no3Satx,NA
MOAB_010,2016-04-28,A,pSatx,NA
MOAB_010,2016-04-28,A,phSp,NA
MOAB_010,2016-04-28,A,resist,NA
MOAB_010,2016-04-28,A,so4Satx,NA
MOAB_010,2016-04-28,A,carbonTot,3.5
MOAB_010,2016-04-28,A,nitrogenTot,0.6
MOAB_010,2016-04-28,A,ctonRatio,5
MOAB_010,2016-04-28,A,estimatedOC,3
MOAB_010,2016-04-28,A,sulfurTot,0.1
MOAB_010,2016-04-28,A,alOxalate,0.02
MOAB_010,2016-04-28,A,feOxalate,0
MOAB_010,2016-04-28,A,mnOxalate,132.3
MOAB_010,2016-04-28,A,pOxalate,51.3
MOAB_010,2016-04-28,A,siOxalate,0.01
MOAB_010,2016-04-28,A,optDensityOxalate,0
MOAB_010,2016-04-28,A,alCitDithionate,0
MOAB_010,2016-04-28,A,feCitDithionate,0.2
MOAB_010,2016-04-28,A,mnCitDithionate,0
MOAB_010,2016-04-28,A,siliconCitrateDithionate,NA
MOAB_010,2016-04-28,A,acidity,0
MOAB_010,2016-04-28,A,waterRetention15Bar,NA
MOAB_010,2016-04-28,A,MehlichIIITotP,NA
MOAB_010,2016-04-28,A,Bray1PExtractable,NA
MOAB_010,2016-04-28,A,OlsenPExtractable,8.4
MOAB_010,2016-04-28,C,biogeoTopDepth,77
MOAB_010,2016-04-28,C,biogeoBottomDepth,100
MOAB_010,2016-04-28,C,biogeoCenterDepth,88.5
MOAB_010,2016-04-28,C,airDryOvenDryRatio,1.007
MOAB_010,2016-04-28,C,gypsumConc,NA
MOAB_010,2016-04-28,C,caco3Conc,40
MOAB_010,2016-04-28,C,caNh4d,45
MOAB_010,2016-04-28,C,kNh4d,0.2
MOAB_010,2016-04-28,C,mgNh4d,2.7
MOAB_010,2016-04-28,C,naNh4d,0
MOAB_010,2016-04-28,C,cecdNh4,3.9
MOAB_010,2016-04-28,C,alSatCecd33,NA
MOAB_010,2016-04-28,C,baseSumCecd10,47.9
MOAB_010,2016-04-28,C,bsesatCecd10,100
MOAB_010,2016-04-28,C,ececCecd33,NA
MOAB_010,2016-04-28,C,alKcl,NA
MOAB_010,2016-04-28,C,feKcl,NA
MOAB_010,2016-04-28,C,mnKcl,NA
MOAB_010,2016-04-28,C,phCacl2,8.1
MOAB_010,2016-04-28,C,phH2o,8.7
MOAB_010,2016-04-28,C,ec12pre,0.1
MOAB_010,2016-04-28,C,bSatx,NA
MOAB_010,2016-04-28,C,brSatx,NA
MOAB_010,2016-04-28,C,caSatx,NA
MOAB_010,2016-04-28,C,clSatx,NA
MOAB_010,2016-04-28,C,co3Satx,NA
MOAB_010,2016-04-28,C,ecSatp,NA
MOAB_010,2016-04-28,C,flSatx,NA
MOAB_010,2016-04-28,C,waterSatx,NA
MOAB_010,2016-04-28,C,hco3Sx,NA
MOAB_010,2016-04-28,C,kSatx,NA
MOAB_010,2016-04-28,C,mgSatx,NA
MOAB_010,2016-04-28,C,naSatx,NA
MOAB_010,2016-04-28,C,no2Satx,NA
MOAB_010,2016-04-28,C,no3Satx,NA
MOAB_010,2016-04-28,C,pSatx,NA
MOAB_010,2016-04-28,C,phSp,NA
MOAB_010,2016-04-28,C,resist,NA
MOAB_010,2016-04-28,C,so4Satx,NA
MOAB_010,2016-04-28,C,carbonTot,5.2
MOAB_010,2016-04-28,C,nitrogenTot,0.4
MOAB_010,2016-04-28,C,ctonRatio,2
MOAB_010,2016-04-28,C,estimatedOC,1
MOAB_010,2016-04-28,C,sulfurTot,0
MOAB_010,2016-04-28,C,alOxalate,0.02
MOAB_010,2016-04-28,C,feOxalate,0
MOAB_010,2016-04-28,C,mnOxalate,93.7
MOAB_010,2016-04-28,C,pOxalate,0
MOAB_010,2016-04-28,C,siOxalate,0
MOAB_010,2016-04-28,C,optDensityOxalate,0
MOAB_010,2016-04-28,C,alCitDithionate,0
MOAB_010,2016-04-28,C,feCitDithionate,0.2
MOAB_010,2016-04-28,C,mnCitDithionate,0
MOAB_010,2016-04-28,C,siliconCitrateDithionate,NA
MOAB_010,2016-04-28,C,acidity,NA
MOAB_010,2016-04-28,C,waterRetention15Bar,NA
MOAB_010,2016-04-28,C,MehlichIIITotP,NA
MOAB_010,2016-04-28,C,Bray1PExtractable,NA
MOAB_010,2016-04-28,C,OlsenPExtractable,0.8
MOAB_046,2016-04-28,Bk1,biogeoTopDepth,37
MOAB_046,2016-04-28,Bk1,biogeoBottomDepth,68
MOAB_046,2016-04-28,Bk1,biogeoCenterDepth,52.5
MOAB_046,2016-04-28,Bk1,airDryOvenDryRatio,1.013
MOAB_046,2016-04-28,Bk1,gypsumConc,NA
MOAB_046,2016-04-28,Bk1,caco3Conc,150
MOAB_046,2016-04-28,Bk1,caNh4d,53.5
MOAB_046,2016-04-28,Bk1,kNh4d,0.3
MOAB_046,2016-04-28,Bk1,mgNh4d,5.7
MOAB_046,2016-04-28,Bk1,naNh4d,0
MOAB_046,2016-04-28,Bk1,cecdNh4,5.5
MOAB_046,2016-04-28,Bk1,alSatCecd33,NA
MOAB_046,2016-04-28,Bk1,baseSumCecd10,59.5
MOAB_046,2016-04-28,Bk1,bsesatCecd10,100
MOAB_046,2016-04-28,Bk1,ececCecd33,NA
MOAB_046,2016-04-28,Bk1,alKcl,NA
MOAB_046,2016-04-28,Bk1,feKcl,NA
MOAB_046,2016-04-28,Bk1,mnKcl,NA
MOAB_046,2016-04-28,Bk1,phCacl2,8
MOAB_046,2016-04-28,Bk1,phH2o,8.6
MOAB_046,2016-04-28,Bk1,ec12pre,0.17
MOAB_046,2016-04-28,Bk1,bSatx,NA
MOAB_046,2016-04-28,Bk1,brSatx,NA
MOAB_046,2016-04-28,Bk1,caSatx,NA
MOAB_046,2016-04-28,Bk1,clSatx,NA
MOAB_046,2016-04-28,Bk1,co3Satx,NA
MOAB_046,2016-04-28,Bk1,ecSatp,NA
MOAB_046,2016-04-28,Bk1,flSatx,NA
MOAB_046,2016-04-28,Bk1,waterSatx,NA
MOAB_046,2016-04-28,Bk1,hco3Sx,NA
MOAB_046,2016-04-28,Bk1,kSatx,NA
MOAB_046,2016-04-28,Bk1,mgSatx,NA
MOAB_046,2016-04-28,Bk1,naSatx,NA
MOAB_046,2016-04-28,Bk1,no2Satx,NA
MOAB_046,2016-04-28,Bk1,no3Satx,NA
MOAB_046,2016-04-28,Bk1,pSatx,NA
MOAB_046,2016-04-28,Bk1,phSp,NA
MOAB_046,2016-04-28,Bk1,resist,NA
MOAB_046,2016-04-28,Bk1,so4Satx,NA
MOAB_046,2016-04-28,Bk1,carbonTot,20.2
MOAB_046,2016-04-28,Bk1,nitrogenTot,0.3
MOAB_046,2016-04-28,Bk1,ctonRatio,7
MOAB_046,2016-04-28,Bk1,estimatedOC,2
MOAB_046,2016-04-28,Bk1,sulfurTot,0.1
MOAB_046,2016-04-28,Bk1,alOxalate,0.03
MOAB_046,2016-04-28,Bk1,feOxalate,0
MOAB_046,2016-04-28,Bk1,mnOxalate,74.3
