plotID,subplotID,year,nspp_native,nspp_exotic,nspp_unk,shannon_native,shannon_exotic,shannon_unk,cover_native,cover_exotic,cover_unk,rel_cover_native,rel_cover_exotic,rel_cover_unk,shannon_total,nspp_total,rc_Poaceae,rc_exotic_Poaceae,cover_exotic_Poaceae,cover_Poaceae,rc_native_Poaceae,rc_Bromus_tectorum,cover_Bromus_tectorum,site
JORN_003,41,2015,17,0,1,2.0842219745931536,0,0,23.5,0,0.5,0.9791666666666666,0,0.020833333333333332,2.142065501022588,17,0.5416666666666666,0,0,13,0.5416666666666666,0,0,JORN
JORN_003,41,2016,22,1,0,2.0807775109507314,0,0,36.5,0.5,0,0.9864864864864865,0.013513513513513514,0,2.1242437296308028,22,0.7297297297297297,0,0,27,0.7297297297297297,0,0,JORN
JORN_003,41,2017,29,1,0,2.1097947154147634,0,0,37.5,0.5,0,0.9868421052631579,0.013157894736842105,0,2.1520885395084886,29,0.75,0,0,28.5,0.75,0,0,JORN
JORN_003,41,2018,12,0,1,1.656181515091442,0,0,15.5,0,0.5,0.96875,0,0.03125,1.7434866411995755,12,0.84375,0,0,13.5,0.8125,0,0,JORN
JORN_003,41,2019,6,0,0,0.908908734898781,0,0,8,0,0,1,0,0,0.908908734898781,5,0.8125,0,0,6.5,0.8125,0,0,JORN
JORN_004,31,2016,10,0,0,2.0228085294147036,0,0,6,0,0,1,0,0,2.0228085294147036,9,0.16666666666666666,0,0,1,0.16666666666666666,0,0,JORN
JORN_004,31,2017,16,0,1,2.4665771436049364,0,0,10.5,0,0.5,0.9545454545454546,0,0.045454545454545456,2.5393673998815784,16,0.18181818181818182,0,0,2,0.18181818181818182,0,0,JORN
JORN_004,31,2018,9,0,1,2.0431918705451206,0,0,4.5,0,0.5,0.9,0,0.1,2.1639556568820564,9,0.4,0,0,2,0.3,0,0,JORN
JORN_004,31,2019,4,0,0,1.0986122886681096,0,0,1.5,0,0,1,0,0,1.0986122886681096,3,0,0,0,0,0,0,0,JORN
JORN_004,32,2016,13,1,0,1.1762148827037437,0,0,42,0.5,0,0.9882352941176471,0.011764705882352941,0,1.226338774658271,13,0.047058823529411764,0,0,2,0.047058823529411764,0,0,JORN
JORN_004,32,2017,21,0,3,1.4121071509156935,0,0.6931471805599453,62,0,1,0.9841269841269841,0,0.015873015873015872,1.4822054988445053,22,0.05555555555555555,0,0,3.5,0.047619047619047616,0,0,JORN
JORN_004,32,2018,9,0,1,1.308702115421176,0,0,24.5,0,0.5,0.98,0,0.02,1.3805671863924844,9,0.08,0,0,2,0.08,0,0,JORN
JORN_004,32,2019,6,0,0,1.1255835538588923,0,0,18,0,0,1,0,0,1.1255835538588923,5,0.027777777777777776,0,0,0.5,0.027777777777777776,0,0,JORN
JORN_004,40,2016,12,0,0,2.1006789212792607,0,0,8,0,0,1,0,0,2.1006789212792607,11,0.25,0,0,2,0.25,0,0,JORN
JORN_004,40,2017,20,0,3,2.4882934806520143,0,0.6931471805599453,16.5,0,1,0.9428571428571428,0,0.05714285714285714,2.604746213864346,21,0.17142857142857143,0,0,3,0.14285714285714285,0,0,JORN
JORN_004,40,2018,10,0,1,1.7404229544468983,0,0,10.5,0,0.5,0.9545454545454546,0,0.045454545454545456,1.8462202193216333,10,0.22727272727272727,0,0,2.5,0.18181818181818182,0,0,JORN
JORN_004,40,2019,5,0,0,1.2130075659799042,0,0,4,0,0,1,0,0,1.2130075659799042,4,0,0,0,0,0,0,0,JORN
JORN_004,41,2016,15,0,0,2.0765283275252364,0,0,22.5,0,0,1,0,0,2.0765283275252364,14,0.4222222222222222,0,0,9.5,0.4222222222222222,0,0,JORN
JORN_004,41,2017,22,0,3,2.147924393837994,0,0.6931471805599453,46,0,1,0.9787234042553191,0,0.02127659574468085,2.2199383476379158,23,0.43617021276595747,0,0,20.5,0.425531914893617,0,0,JORN
JORN_004,41,2018,10,0,1,1.7741591305723667,0,0,17,0,0.5,0.9714285714285714,0,0.02857142857142857,1.8532095644182986,10,0.42857142857142855,0,0,7.5,0.4,0,0,JORN
JORN_004,41,2019,3,0,0,0.6365141682948128,0,0,1.5,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_005,31,2015,22,0,0,2.3690099518306527,0,0,26.5,0,0,1,0,0,2.3690099518306527,21,0.20754716981132076,0,0,5.5,0.20754716981132076,0,0,JORN
JORN_005,31,2016,20,0,1,1.7864954537732791,0,0,41.5,0,0.5,0.9880952380952381,0,0.011904761904761904,1.829809087129796,20,0.4523809523809524,0,0,19,0.4523809523809524,0,0,JORN
JORN_005,31,2017,28,3,4,2.097158784890615,0.6931471805599453,1.0986122886681096,48,1,1.5,0.9504950495049505,0.019801980198019802,0.0297029702970297,2.2700691996985545,32,0.1782178217821782,0,0,9,0.1782178217821782,0,0,JORN
JORN_005,31,2018,14,0,1,1.657459294190912,0,0,25.5,0,0.5,0.9807692307692307,0,0.019230769230769232,1.7206151942505792,14,0.36538461538461536,0,0,9.5,0.36538461538461536,0,0,JORN
JORN_005,31,2019,6,0,0,0.5775137153768709,0,0,15,0,0,1,0,0,0.5775137153768709,5,0.06666666666666667,0,0,1,0.06666666666666667,0,0,JORN
JORN_005,32,2015,24,1,1,2.989197216164764,0,0,16,3,0.5,0.8205128205128205,0.15384615384615385,0.02564102564102564,2.9969002413171557,25,0.2564102564102564,0,0,5,0.2564102564102564,0,0,JORN
JORN_005,32,2016,23,1,1,2.1698422775611883,0,0,27,0.5,0.5,0.9642857142857143,0.017857142857142856,0.017857142857142856,2.2711792706250304,24,0.5535714285714286,0,0,15.5,0.5535714285714286,0,0,JORN
JORN_005,32,2017,32,1,1,2.9847438077496804,0,0,0,0.5,0.5,0,0,0,3.050035327789854,33,0,0,0,9.5,0,0,0,JORN
JORN_005,32,2018,15,0,1,2.38888971472958,0,0,10,0,0.5,0.9523809523809523,0,0.047619047619047616,2.4665771436049364,15,0.47619047619047616,0,0,5,0.47619047619047616,0,0,JORN
JORN_005,32,2019,6,0,0,1.6094379124341005,0,0,2.5,0,0,1,0,0,1.6094379124341005,5,0.4,0,0,1,0.4,0,0,JORN
JORN_005,40,2015,18,0,1,2.319075888601484,0,0,17,0,0.5,0.9714285714285714,0,0.02857142857142857,2.382557272218013,18,0.3142857142857143,0,0,5.5,0.3142857142857143,0,0,JORN
JORN_005,40,2016,20,0,0,2.104437169271744,0,0,29.5,0,0,1,0,0,2.104437169271744,19,0.3898305084745763,0,0,11.5,0.3898305084745763,0,0,JORN
JORN_005,40,2017,23,3,1,2.679842902415259,0.6931471805599453,0,0,1,7,0,0,0,2.6788838472707353,25,0,0,0,8,0,0,0,JORN
JORN_005,40,2018,16,0,1,2.2815372679003656,0,0,13.5,0,0.5,0.9642857142857143,0,0.03571428571428571,2.3541298977178102,16,0.39285714285714285,0,0,5.5,0.39285714285714285,0,0,JORN
JORN_005,40,2019,9,0,0,1.73798344858705,0,0,6.5,0,0,1,0,0,1.73798344858705,8,0.07692307692307693,0,0,0.5,0.07692307692307693,0,0,JORN
JORN_005,41,2015,17,0,1,2.1950496781063684,0,0,17,0,0.5,0.9714285714285714,0,0.02857142857142857,2.262074667737043,17,0.17142857142857143,0,0,3,0.17142857142857143,0,0,JORN
JORN_005,41,2016,26,0,0,2.520751003873837,0,0,31.5,0,0,1,0,0,2.520751003873837,25,0.19047619047619047,0,0,6,0.19047619047619047,0,0,JORN
JORN_005,41,2017,27,4,1,2.4530550319597224,1.0986122886681096,0,0,1.5,1,0,0,0,2.634853600698238,30,0,0,0,5,0,0,0,JORN
JORN_005,41,2018,19,0,0,2.8464803861348673,0,0,10.5,0,0,1,0,0,2.8464803861348673,18,0.47619047619047616,0,0,5,0.47619047619047616,0,0,JORN
JORN_005,41,2019,3,0,0,0.6365141682948128,0,0,1.5,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_006,31,2015,20,0,0,2.9020023132056036,0,0,11,0,0,1,0,0,2.9020023132056036,19,0.22727272727272727,0,0,2.5,0.22727272727272727,0,0,JORN
JORN_006,31,2016,29,0,0,3.1689724747006105,0,0,17.5,0,0,1,0,0,3.1689724747006105,28,0.4857142857142857,0,0,8.5,0.4857142857142857,0,0,JORN
JORN_006,31,2017,33,0,1,1.8612740904052365,0,0,46.5,0,0.5,0.9893617021276596,0,0.010638297872340425,1.9003877348703675,33,0.10638297872340426,0,0,5,0.10638297872340426,0,0,JORN
JORN_006,31,2018,13,0,0,2.4583113296830836,0,0,6.5,0,0,1,0,0,2.4583113296830836,12,0.46153846153846156,0,0,3,0.46153846153846156,0,0,JORN
JORN_006,31,2019,1,0,0,0,0,0,0.5,0,0,1,0,0,0,1,1,0,0,0.5,1,0,0,JORN
JORN_006,32,2015,17,0,0,2.3820879550064733,0,0,14.5,0,0,1,0,0,2.3820879550064733,16,0.4827586206896552,0,0,7,0.4827586206896552,0,0,JORN
JORN_006,32,2016,25,1,0,2.2506572215338334,0,0,40,0.5,0,0.9876543209876543,0.012345679012345678,0,2.2893929441637493,25,0.5185185185185185,0,0,21,0.5185185185185185,0,0,JORN
JORN_006,32,2017,26,0,0,2.471998594835324,0,0,0,0,0,0,0,0,2.471998594835324,25,0,0,0,12,0,0,0,JORN
JORN_006,32,2018,8,0,0,1.528465710061025,0,0,8.5,0,0,1,0,0,1.528465710061025,7,0.35294117647058826,0,0,3,0.35294117647058826,0,0,JORN
JORN_006,32,2019,6,0,0,1.5607104090414063,0,0,3,0,0,1,0,0,1.5607104090414063,5,0.16666666666666666,0,0,0.5,0.16666666666666666,0,0,JORN
JORN_006,40,2015,17,0,0,1.6588092497990505,0,0,24,0,0,1,0,0,1.6588092497990505,16,0.08333333333333333,0,0,2,0.08333333333333333,0,0,JORN
JORN_006,40,2016,23,1,0,1.0223005438039523,0,0,81,0.5,0,0.9938650306748467,0.006134969325153374,0,1.053394874356419,23,0.09202453987730061,0,0,7.5,0.09202453987730061,0,0,JORN
JORN_006,40,2017,28,1,1,1.1819631015877523,0,0,90.5,0.5,0.5,0.9890710382513661,0.00546448087431694,0.00546448087431694,1.2368487688428895,29,0.08196721311475409,0,0,7.5,0.08196721311475409,0,0,JORN
JORN_006,40,2018,11,0,0,1.0070061107153307,0,0,26,0,0,1,0,0,1.0070061107153307,10,0.07692307692307693,0,0,2,0.07692307692307693,0,0,JORN
JORN_006,40,2019,8,0,0,1.1717435236286602,0,0,20,0,0,1,0,0,1.1717435236286602,7,0.025,0,0,0.5,0.025,0,0,JORN
JORN_006,41,2015,17,0,0,2.7516666169315167,0,0,8.5,0,0,1,0,0,2.7516666169315167,16,0.17647058823529413,0,0,1.5,0.17647058823529413,0,0,JORN
JORN_006,41,2016,23,1,0,3.091042453358316,0,0,11,0.5,0,0.9565217391304348,0.043478260869565216,0,3.1354942159291497,23,0.13043478260869565,0,0,1.5,0.13043478260869565,0,0,JORN
JORN_006,41,2017,22,0,0,3.0280290733074118,0,0,11,0,0,1,0,0,3.0280290733074118,21,0.22727272727272727,0,0,2.5,0.22727272727272727,0,0,JORN
JORN_006,41,2018,8,0,1,1.9459101490553132,0,0,3.5,0,0.5,0.875,0,0.125,2.0794415416798357,8,0.375,0,0,1.5,0.375,0,0,JORN
JORN_006,41,2019,3,0,0,0.6931471805599453,0,0,1,0,0,1,0,0,0.6931471805599453,2,0,0,0,0,0,0,0,JORN
JORN_007,31,2016,19,3,0,1.3948790846066885,0.6931471805599453,0,66.5,1,0,0.9851851851851852,0.014814814814814815,0,1.4615894762102541,20,0.11851851851851852,0,0,8,0.11851851851851852,0,0,JORN
JORN_007,31,2017,19,1,1,1.5596779240944532,0,0,81.5,0.5,0.5,0.9878787878787879,0.006060606060606061,0.006060606060606061,1.6147104369059964,20,0.08484848484848485,0,0,7,0.08484848484848485,0,0,JORN
JORN_007,31,2018,12,0,3,0.8078136021467017,0,0.6931471805599453,91.5,0,1,0.9891891891891892,0,0.010810810810810811,0.8662689235803052,13,0.04864864864864865,0,0,4.5,0.043243243243243246,0,0,JORN
JORN_007,31,2019,4,0,0,0.2530673318741798,0,0,18,0,0,1,0,0,0.2530673318741798,3,0.027777777777777776,0,0,0.5,0.027777777777777776,0,0,JORN
JORN_007,32,2016,19,0,0,2.780466368938682,0,0,10.5,0,0,1,0,0,2.780466368938682,18,0.3333333333333333,0,0,3.5,0.3333333333333333,0,0,JORN
JORN_007,32,2017,19,0,1,1.7123094161072683,0,0,30,0,0.5,0.9836065573770492,0,0.01639344262295082,1.7678884745521646,19,0.26229508196721313,0,0,8,0.26229508196721313,0,0,JORN
JORN_007,32,2018,10,0,0,2.1972245773362196,0,0,4.5,0,0,1,0,0,2.1972245773362196,9,0.5555555555555556,0,0,2.5,0.5555555555555556,0,0,JORN
JORN_007,32,2019,1,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,JORN
JORN_007,40,2016,21,0,0,1.011360872686244,0,0,68,0,0,1,0,0,1.011360872686244,20,0.08823529411764706,0,0,6,0.08823529411764706,0,0,JORN
JORN_007,40,2017,21,1,0,1.126904082983398,0,0,57.5,0.5,0,0.9913793103448276,0.008620689655172414,0,1.1667520426694422,21,0.06896551724137931,0,0,4,0.06896551724137931,0,0,JORN
JORN_007,40,2018,9,0,0,0.32057284131020136,0,0,63.5,0,0,1,0,0,0.32057284131020136,8,0.031496062992125984,0,0,2,0.031496062992125984,0,0,JORN
JORN_007,40,2019,6,0,0,0.8131904766573734,0,0,11.5,0,0,1,0,0,0.8131904766573734,5,0.043478260869565216,0,0,0.5,0.043478260869565216,0,0,JORN
JORN_007,41,2016,17,1,0,2.4501653998194173,0,0,15.5,0.5,0,0.96875,0.03125,0,2.512658529529802,17,0.1875,0,0,3,0.1875,0,0,JORN
JORN_007,41,2017,19,0,0,2.1920294752312572,0,0,20.5,0,0,1,0,0,2.1920294752312572,18,0.17073170731707318,0,0,3.5,0.17073170731707318,0,0,JORN
JORN_007,41,2018,12,0,1,1.9298320497004493,0,0,12,0,0.5,0.96,0,0.04,2.0205829154466044,12,0.24,0,0,3,0.2,0,0,JORN
JORN_007,41,2019,5,0,0,1.1685184057430877,0,0,5.5,0,0,1,0,0,1.1685184057430877,4,0,0,0,0,0,0,0,JORN
JORN_008,31,2014,13,0,0,2.4849066497880004,0,0,6,0,0,1,0,0,2.4849066497880004,12,0.3333333333333333,0,0,2,0.3333333333333333,0,0,JORN
JORN_008,31,2016,20,1,1,2.733401777808672,0,0,12.5,0.5,0.5,0.9259259259259259,0.037037037037037035,0.037037037037037035,2.846323859467728,21,0.2222222222222222,0,0,3,0.18518518518518517,0,0,JORN
JORN_008,31,2017,23,1,1,3.0625293002546212,0,0,12,0.5,0.5,0.9230769230769231,0.038461538461538464,0.038461538461538464,3.1514585102430295,24,0.2692307692307692,0,0,3.5,0.2692307692307692,0,0,JORN
JORN_008,31,2018,9,0,1,2.0794415416798357,0,0,4,0,0.5,0.8888888888888888,0,0.1111111111111111,2.1972245773362196,9,0.4444444444444444,0,0,2,0.3333333333333333,0,0,JORN
JORN_008,31,2019,1,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,JORN
JORN_008,32,2014,12,0,0,0.39843569966090503,0,0,75,0,0,1,0,0,0.39843569966090503,11,0.02,0,0,1.5,0.02,0,0,JORN
JORN_008,32,2016,17,1,1,0.9320850043162662,0,0,48.5,0.5,0.5,0.9797979797979798,0.010101010101010102,0.010101010101010102,1.026082279466405,18,0.04040404040404041,0,0,2,0.030303030303030304,0,0,JORN
JORN_008,32,2017,20,1,1,0.6141201491810647,0,0,90,0.5,0.5,0.989010989010989,0.005494505494505495,0.005494505494505495,0.6754868721996183,21,0.038461538461538464,0,0,3.5,0.038461538461538464,0,0,JORN
JORN_008,32,2018,11,0,1,0.7622637104920363,0,0,29.5,0,0.5,0.9833333333333333,0,0.016666666666666666,0.8343253910319789,11,0.06666666666666667,0,0,2,0.05,0,0,JORN
JORN_008,32,2019,3,0,0,0.34883209584303193,0,0,9,0,0,1,0,0,0.34883209584303193,2,0,0,0,0,0,0,0,JORN
JORN_008,40,2014,13,0,0,2.4583113296830836,0,0,6.5,0,0,1,0,0,2.4583113296830836,12,0.3076923076923077,0,0,2,0.3076923076923077,0,0,JORN
JORN_008,40,2016,17,1,0,2.4990649028542835,0,0,12,0.5,0,0.96,0.04,0,2.567046454474285,17,0.16,0,0,2,0.16,0,0,JORN
