plotID,subplotID,year,nspp_native,nspp_unk,nspp_exotic,shannon_native,shannon_unk,shannon_exotic,cover_native,cover_unk,cover_exotic,rel_cover_native,rel_cover_unk,rel_cover_exotic,shannon_total,nspp_total,rc_Poaceae,rc_exotic_Poaceae,cover_exotic_Poaceae,cover_Poaceae,rc_native_Poaceae,rc_Bromus_tectorum,cover_Bromus_tectorum,site
JORN_003,41.1,2018,3,0,0,0.5004024235381879,0,0,5,0,0,1,0,0,0.5004024235381879,2,1,0,0,5,1,0,0,JORN
JORN_003,41.4,2015,6,0,0,1.1408135135439907,0,0,14,0,0,1,0,0,1.1408135135439907,5,0.8571428571428571,0,0,12,0.8571428571428571,0,0,JORN
JORN_003,41.4,2016,8,0,0,1.2009058226927773,0,0,27,0,0,1,0,0,1.2009058226927773,7,0.9259259259259259,0,0,25,0.9259259259259259,0,0,JORN
JORN_003,41.4,2017,6,0,0,0.7123999366851858,0,0,25.5,0,0,1,0,0,0.7123999366851858,5,0.9411764705882353,0,0,24,0.9411764705882353,0,0,JORN
JORN_003,41.4,2018,3,0,0,0.5859526183035508,0,0,11,0,0,1,0,0,0.5859526183035508,2,1,0,0,11,1,0,0,JORN
JORN_003,41.4,2019,6,0,0,0.908908734898781,0,0,8,0,0,1,0,0,0.908908734898781,5,0.8125,0,0,6.5,0.8125,0,0,JORN
JORN_004,31.1,2016,5,0,0,1.1537419427010902,0,0,3.5,0,0,1,0,0,1.1537419427010902,4,0.2857142857142857,0,0,1,0.2857142857142857,0,0,JORN
JORN_004,31.1,2017,5,0,0,1.0027182645175161,0,0,4.5,0,0,1,0,0,1.0027182645175161,4,0.1111111111111111,0,0,0.5,0.1111111111111111,0,0,JORN
JORN_004,31.1,2018,3,0,0,0.6365141682948128,0,0,1.5,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_004,31.1,2019,4,0,0,1.0986122886681096,0,0,1.5,0,0,1,0,0,1.0986122886681096,3,0,0,0,0,0,0,0,JORN
JORN_004,31.4,2016,1,0,0,0,0,0,0.5,0,0,1,0,0,0,1,1,0,0,0.5,1,0,0,JORN
JORN_004,31.4,2017,4,0,0,1.0397207708399179,0,0,2,0,0,1,0,0,1.0397207708399179,3,0.25,0,0,0.5,0.25,0,0,JORN
JORN_004,31.4,2018,0,1,0,0,0,0,0,0.5,0,0,1,0,0,1,1,0,0,0.5,0,0,0,JORN
JORN_004,32.2,2016,6,0,0,0.4553515570356585,0,0,33.5,0,0,1,0,0,0.4553515570356585,5,0.014925373134328358,0,0,0.5,0.014925373134328358,0,0,JORN
JORN_004,32.2,2017,7,3,0,0.8585382983244293,0.6931471805599453,0,55,1,0,0.9821428571428571,0.017857142857142856,0,0.9451629121747501,8,0.026785714285714284,0,0,1.5,0.017857142857142856,0,0,JORN
JORN_004,32.2,2018,5,0,0,0.9545067335141966,0,0,21.5,0,0,1,0,0,0.9545067335141966,4,0.023255813953488372,0,0,0.5,0.023255813953488372,0,0,JORN
JORN_004,32.2,2019,6,0,0,1.034364036327524,0,0,15,0,0,1,0,0,1.034364036327524,5,0.03333333333333333,0,0,0.5,0.03333333333333333,0,0,JORN
JORN_004,32.4,2016,6,0,0,1.2293362159076602,0,0,7.5,0,0,1,0,0,1.2293362159076602,5,0.06666666666666667,0,0,0.5,0.06666666666666667,0,0,JORN
JORN_004,32.4,2017,5,1,0,1.0027182645175161,0,0,4.5,0.5,0,0.9,0.1,0,1.2275294114572126,5,0.1,0,0,0.5,0.1,0,0,JORN
JORN_004,32.4,2018,3,0,0,0.6365141682948128,0,0,6,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_004,32.4,2019,3,0,0,0.30463609734923813,0,0,5.5,0,0,1,0,0,0.30463609734923813,2,0,0,0,0,0,0,0,JORN
JORN_004,40.1,2016,3,0,0,0.410116318288409,0,0,3.5,0,0,1,0,0,0.410116318288409,2,0,0,0,0,0,0,0,JORN
JORN_004,40.1,2017,5,1,0,0.8855741515766717,0,0,5.5,0.5,0,0.9166666666666666,0.08333333333333333,0,1.0986122886681098,5,0.08333333333333333,0,0,0.5,0.08333333333333333,0,0,JORN
JORN_004,40.1,2018,4,0,0,0.8675632284814612,0,0,3,0,0,1,0,0,0.8675632284814612,3,0.16666666666666666,0,0,0.5,0.16666666666666666,0,0,JORN
JORN_004,40.1,2019,4,0,0,1.0397207708399179,0,0,2,0,0,1,0,0,1.0397207708399179,3,0,0,0,0,0,0,0,JORN
JORN_004,40.3,2016,7,0,0,1.4205719259467042,0,0,5.5,0,0,1,0,0,1.4205719259467042,6,0.09090909090909091,0,0,0.5,0.09090909090909091,0,0,JORN
JORN_004,40.3,2017,6,3,0,1.193330312488684,0.6931471805599453,0,9.5,1,0,0.9047619047619048,0.09523809523809523,0,1.4601860250149765,7,0.09523809523809523,0,0,1,0.047619047619047616,0,0,JORN
JORN_004,40.3,2018,3,1,0,0.6829081047004717,0,0,7,0.5,0,0.9333333333333333,0.06666666666666667,0,0.8823109245150755,3,0.06666666666666667,0,0,0.5,0,0,0,JORN
JORN_004,40.3,2019,4,0,0,0.9556998911125343,0,0,3.5,0,0,1,0,0,0.9556998911125343,3,0,0,0,0,0,0,0,JORN
JORN_004,41.1,2016,6,0,0,1.1908171678945203,0,0,15.5,0,0,1,0,0,1.1908171678945203,5,0.5161290322580645,0,0,8,0.5161290322580645,0,0,JORN
JORN_004,41.1,2017,9,1,0,1.4571691634510417,0,0,34,0.5,0,0.9855072463768116,0.014492753623188406,0,1.5118018547812533,9,0.5362318840579711,0,0,18.5,0.5362318840579711,0,0,JORN
JORN_004,41.1,2018,6,0,0,1.360794001146159,0,0,14.5,0,0,1,0,0,1.360794001146159,5,0.41379310344827586,0,0,6,0.41379310344827586,0,0,JORN
JORN_004,41.4,2016,6,0,0,1.515707952085713,0,0,5.5,0,0,1,0,0,1.515707952085713,5,0.36363636363636365,0,0,2,0.36363636363636365,0,0,JORN
