plotID,subplotID,year,nspp_native,nspp_unk,nspp_exotic,shannon_native,shannon_unk,shannon_exotic,cover_native,cover_unk,cover_exotic,rel_cover_native,rel_cover_unk,rel_cover_exotic,shannon_total,nspp_total,rc_Poaceae,rc_exotic_Poaceae,cover_exotic_Poaceae,cover_Poaceae,rc_native_Poaceae,rc_Bromus_tectorum,cover_Bromus_tectorum,site
JORN_001,31.1,2015,5,0,0,1.1537419427010902,0,0,3.5,0,0,1,0,0,1.1537419427010902,4,0.2857142857142857,0,0,1,0.2857142857142857,0,0,JORN
JORN_001,31.1,2016,13,0,0,2.4583113296830836,0,0,6.5,0,0,1,0,0,2.4583113296830836,12,0.3076923076923077,0,0,2,0.3076923076923077,0,0,JORN
JORN_001,31.1,2017,12,1,0,2.1006789212792607,0,0,8,0.5,0,0.9411764705882353,0.058823529411764705,0,2.2008276490345495,12,0.23529411764705882,0,0,2,0.23529411764705882,0,0,JORN
JORN_001,31.1,2018,6,1,0,1.6094379124341005,0,0,2.5,0.5,0,0.8333333333333334,0.16666666666666666,0,1.791759469228055,6,0.5,0,0,1.5,0.3333333333333333,0,0,JORN
JORN_001,31.1,2019,1,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,JORN
JORN_001,31.4,2015,6,0,0,1.3862943611198906,0,0,4,0,0,1,0,0,1.3862943611198906,5,0.75,0,0,3,0.75,0,0,JORN
JORN_001,31.4,2016,14,0,1,2.415052121917807,0,0,10,0,0.5,0.9523809523809523,0,0.047619047619047616,2.4914937218794386,14,0.3333333333333333,0,0,3.5,0.3333333333333333,0,0,JORN
JORN_001,31.4,2017,17,1,0,2.5393673998815784,0,0,11,0.5,0,0.9565217391304348,0.043478260869565216,0,2.6078050343427055,17,0.30434782608695654,0,0,3.5,0.30434782608695654,0,0,JORN
JORN_001,31.4,2018,8,0,0,1.9061547465398494,0,0,4,0,0,1,0,0,1.9061547465398494,7,0.625,0,0,2.5,0.625,0,0,JORN
JORN_001,32.2,2015,5,0,0,1.3862943611198906,0,0,2,0,0,1,0,0,1.3862943611198906,4,0.5,0,0,1,0.5,0,0,JORN
JORN_001,32.2,2016,6,0,0,1.5607104090414063,0,0,3,0,0,1,0,0,1.5607104090414063,5,0.5,0,0,1.5,0.5,0,0,JORN
JORN_001,32.2,2017,8,1,1,1.9459101490553132,0,0,3.5,0.5,0.5,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.1972245773362196,9,0.3333333333333333,0,0,1.5,0.3333333333333333,0,0,JORN
JORN_001,32.2,2018,4,0,0,1.0986122886681096,0,0,1.5,0,0,1,0,0,1.0986122886681096,3,0.3333333333333333,0,0,0.5,0.3333333333333333,0,0,JORN
JORN_001,32.4,2015,8,0,0,0.8969059958530434,0,0,52,0,0,1,0,0,0.8969059958530434,7,0.04807692307692308,0,0,2.5,0.04807692307692308,0,0,JORN
JORN_001,32.4,2016,11,0,0,0.8561935683188047,0,0,49.5,0,0,1,0,0,0.8561935683188047,10,0.04040404040404041,0,0,2,0.04040404040404041,0,0,JORN
JORN_001,32.4,2017,13,1,0,0.8026703878395403,0,0,35.5,1,0,0.9726027397260274,0.0273972602739726,0,0.9062543987587208,13,0.0547945205479452,0,0,2,0.0547945205479452,0,0,JORN
JORN_001,32.4,2018,6,1,0,0.8328182449322727,0,0,47.5,0.5,0,0.9895833333333334,0.010416666666666666,0,0.8820505723690293,6,0.041666666666666664,0,0,2,0.03125,0,0,JORN
JORN_001,32.4,2019,4,0,0,0.6415082861254431,0,0,29,0,0,1,0,0,0.6415082861254431,3,0,0,0,0,0,0,0,JORN
JORN_001,40.1,2015,7,0,0,1.172993472439513,0,0,7.5,0,0,1,0,0,1.172993472439513,6,0.8,0,0,6,0.8,0,0,JORN
JORN_001,40.1,2016,10,0,1,1.9850531879046152,0,0,9,0,0.5,0.9473684210526315,0,0.05263157894736842,2.08676875496392,10,0.15789473684210525,0,0,1.5,0.15789473684210525,0,0,JORN
JORN_001,40.1,2017,11,0,0,2.0377341947851506,0,0,8.5,0,0,0,0,0,2.0377341947851506,10,0,0,0,2.5,0,0,0,JORN
JORN_001,40.1,2018,3,0,0,0.6931471805599453,0,0,2,0,0,1,0,0,0.6931471805599453,2,0.5,0,0,1,0.5,0,0,JORN
JORN_001,40.1,2019,4,0,0,1.0397207708399179,0,0,2,0,0,1,0,0,1.0397207708399179,3,0,0,0,0,0,0,0,JORN
JORN_001,40.3,2015,7,0,0,0.6568156491622019,0,0,20,0,0,1,0,0,0.6568156491622019,6,0.125,0,0,2.5,0.125,0,0,JORN
JORN_001,40.3,2016,9,0,1,1.3801359968386961,0,0,28.5,0,0.5,0.9827586206896551,0,0.017241379310344827,1.4434400718091143,9,0.08620689655172414,0,0,2.5,0.08620689655172414,0,0,JORN
JORN_001,40.3,2017,10,1,1,1.194835287400911,0,0,0,1,0.5,0,0,0,1.3995113534955321,11,0,0,0,0,0,0,0,JORN
JORN_001,40.3,2018,6,1,0,0.6081583698769648,0,0,14,0.5,0,0.9655172413793104,0.034482758620689655,0,0.7371823152157604,6,0.10344827586206896,0,0,1.5,0.06896551724137931,0,0,JORN
JORN_001,40.3,2019,3,0,0,0.410116318288409,0,0,3.5,0,0,1,0,0,0.410116318288409,2,0,0,0,0,0,0,0,JORN
JORN_001,41.1,2015,7,0,0,1.172993472439513,0,0,7.5,0,0,1,0,0,1.172993472439513,6,0.8,0,0,6,0.8,0,0,JORN
JORN_001,41.1,2016,11,0,1,2.062069541300165,0,0,9,0,0.5,0.9473684210526315,0,0.05263157894736842,2.159731616075493,11,0.2631578947368421,0,0,2.5,0.2631578947368421,0,0,JORN
JORN_001,41.1,2017,10,1,0,2.1458417525947544,0,0,5.5,0.5,0,0.9166666666666666,0.08333333333333333,0,2.2538575896013517,10,0.4166666666666667,0,0,2.5,0.4166666666666667,0,0,JORN
JORN_001,41.1,2018,4,1,0,1.0986122886681096,0,0,1.5,0.5,0,0.75,0.25,0,1.3862943611198906,4,0.75,0,0,1.5,0.5,0,0,JORN
